,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory,school_wise_data
6104,6104,0,3,1,0,0,0,0,0,2,4,2,1,1,3,2,0,5,9,1,5,0.03,male,,,,
6105,6105,0,2,1,0,1,0,1,0,5,3,2,0,1,3,3,1,2,24,1,7,0.303,male,,,,
6106,6106,0,2,1,1,1,0,0,0,2,1,1,1,1,4,3,1,5,28,1,7,0.664,male,,,,
6107,6107,0,4,3,0,0,0,1,0,5,3,0,1,1,1,4,1,3,20,1,6,0.13,male,,,,
6108,6108,0,3,4,1,0,0,1,0,3,5,1,0,0,3,3,1,2,15,0,5,0.428,female,,,,
6109,6109,0,4,7,0,0,0,0,0,1,1,0,1,0,1,3,1,1,14,1,3,0.193,male,,,,
6110,6110,0,1,4,0,0,0,1,0,0,1,1,1,0,3,2,1,1,5,0,6,0.952,female,,,,
6111,6111,0,4,5,0,1,0,1,0,0,2,2,1,1,1,4,1,3,10,0,8,0.943,female,,,,
6112,6112,0,1,3,0,0,0,1,0,4,5,0,1,1,1,4,1,4,16,0,7,0.187,female,,,,
6113,6113,1,2,1,0,1,0,1,0,1,4,1,1,1,1,3,1,2,17,0,8,0.981,female,,,,
6114,6114,0,2,4,0,0,1,1,0,2,3,0,0,0,2,4,1,2,29,0,7,0.524,female,,,,
6115,6115,1,4,7,0,0,0,0,0,1,5,0,0,0,2,2,0,4,19,0,3,0.73,female,,,,
6116,6116,0,1,6,0,0,0,1,1,1,1,0,1,1,2,1,1,3,24,0,8,0.837,female,,,,
6117,6117,0,1,4,0,0,0,1,0,4,5,0,0,0,3,2,1,4,26,0,5,0.941,female,,,,
6118,6118,0,4,1,0,1,0,1,0,4,1,0,0,1,1,3,1,2,33,1,6,0.298,male,,,,
6119,6119,0,3,6,0,0,0,0,0,3,0,0,1,1,2,1,1,1,27,1,7,0.442,male,,,,
6120,6120,0,2,4,0,1,0,0,0,2,5,1,1,1,1,2,1,3,21,1,5,0.66,male,,,,
6121,6121,0,2,2,1,0,0,1,0,0,4,1,1,0,3,2,1,5,11,1,7,0.683,male,,,,
6122,6122,0,4,3,0,1,0,0,0,2,1,0,1,0,4,1,1,5,12,0,4,0.174,female,,,,
6123,6123,0,2,7,1,0,0,1,0,1,0,1,0,0,2,3,1,5,32,0,6,0.787,female,,,,
6124,6124,1,1,3,0,0,0,0,0,1,1,0,0,1,3,3,1,3,17,1,6,0.168,male,,,,
6125,6125,0,4,3,0,1,0,1,0,0,0,0,1,1,3,1,1,5,31,0,9,0.76,female,,,,
6126,6126,0,2,3,0,1,1,1,0,5,2,0,0,1,1,4,1,3,1,1,8,0.513,male,,,,
6127,6127,0,4,1,1,0,0,0,0,2,4,0,0,1,4,1,1,3,31,1,5,0.488,male,,,,
6128,6128,0,2,7,0,0,0,1,0,3,0,1,1,1,4,3,1,5,16,1,6,0.967,male,,,,
6129,6129,0,1,3,0,0,1,0,0,0,2,1,1,0,4,2,1,1,5,0,5,0.321,female,,,,
6130,6130,0,3,2,1,0,0,1,1,1,2,2,1,0,3,2,0,3,17,0,6,0.379,female,,,,
6131,6131,0,1,1,0,0,1,1,0,2,1,1,1,0,2,4,1,3,20,0,8,0.171,female,,,,
6132,6132,0,3,5,0,1,0,1,0,5,4,1,1,0,1,4,0,5,24,1,6,0.469,male,,,,
6133,6133,0,1,2,0,1,0,1,0,5,0,0,1,0,3,2,1,2,33,1,8,0.972,male,,,,
6134,6134,0,2,2,0,0,0,1,0,3,5,2,1,1,3,4,1,2,23,0,7,0.754,female,,,,
6135,6135,1,1,5,0,1,1,1,0,5,1,1,0,1,1,3,1,1,6,0,8,0.503,female,,,,
6136,6136,0,4,6,0,0,0,1,0,1,3,2,1,1,1,3,1,5,23,0,4,0.896,female,,,,
6137,6137,1,3,5,1,0,1,1,0,5,0,1,0,1,4,2,1,4,32,0,9,0.937,female,,,,
6138,6138,0,1,2,1,0,1,1,0,2,3,0,1,1,3,4,1,5,21,1,10,0.55,male,,,,
6139,6139,1,2,7,0,0,0,1,0,4,4,1,1,1,4,1,0,3,10,0,5,0.36,female,,,,
6140,6140,0,2,3,0,0,0,1,0,0,0,0,1,1,2,3,1,1,21,1,9,0.62,male,,,,
6141,6141,0,3,4,0,0,0,1,0,2,0,0,0,1,1,4,1,1,14,1,7,0.75,male,,,,
6142,6142,0,2,6,0,0,0,0,0,4,4,1,1,1,3,3,0,1,18,0,4,0.736,female,,,,
6143,6143,1,2,4,0,0,1,1,0,1,1,2,1,1,2,3,1,1,22,0,8,0.645,female,,,,
6144,6144,0,4,3,0,0,0,0,0,5,4,2,1,1,3,2,1,5,18,1,4,0.49,male,,,,
6145,6145,0,4,3,0,0,0,1,0,3,1,2,1,1,2,4,1,1,21,0,6,0.141,female,,,,
6146,6146,1,3,2,0,0,0,1,1,5,4,0,0,1,1,3,1,4,31,1,7,0.575,male,,,,
6147,6147,0,1,4,0,0,0,0,0,3,0,1,1,1,3,3,1,3,26,0,6,0.335,female,,,,
6148,6148,0,1,4,0,1,0,1,0,0,2,1,1,1,3,3,1,1,25,0,8,0.188,female,,,,
6149,6149,0,4,6,0,0,1,1,0,5,2,1,0,1,1,1,1,5,3,0,4,0.752,female,,,,
6150,6150,0,2,3,0,0,0,0,0,1,1,0,1,0,1,4,1,5,30,1,5,0.462,male,,,,
6151,6151,0,1,2,0,0,0,1,1,1,4,2,0,1,4,4,1,5,11,1,6,0.899,male,,,,
6152,6152,0,3,2,0,0,0,0,0,4,5,2,1,1,2,4,0,2,30,1,5,0.589,male,,,,
6153,6153,0,1,2,0,1,0,1,0,0,1,1,0,0,4,2,1,4,13,0,5,0.269,female,,,,
6154,6154,0,1,3,1,0,0,1,0,3,5,0,1,1,4,1,0,2,15,0,6,0.46,female,,,,
6155,6155,0,4,7,0,0,0,1,1,2,2,0,0,0,3,2,1,2,8,0,5,0.787,female,,,,
6156,6156,0,2,1,0,0,1,0,1,5,5,1,0,1,3,1,1,2,31,0,7,0.637,female,,,,
6157,6157,0,2,3,1,1,1,1,0,4,5,1,0,1,2,2,1,3,7,0,8,0.365,female,,,,
6158,6158,0,2,2,0,0,1,1,0,1,5,0,1,1,4,2,1,5,16,1,7,0.101,male,,,,
6159,6159,0,4,5,1,0,1,1,0,3,5,0,0,1,4,3,1,2,31,1,7,0.985,male,,,,
6160,6160,1,3,5,0,0,0,0,0,3,1,2,0,1,3,1,0,4,17,0,5,0.558,female,,,,
6161,6161,0,4,5,0,0,0,1,1,3,4,2,0,1,4,1,1,3,2,0,5,0.712,female,,,,
6162,6162,0,3,3,0,1,0,1,0,1,4,2,1,0,3,2,1,1,27,0,6,0.996,female,,,,
6163,6163,1,2,2,0,0,0,0,0,0,2,0,1,1,3,1,0,1,14,0,7,0.975,female,,,,
6164,6164,0,2,3,0,0,0,1,0,4,2,2,0,1,3,2,1,1,2,0,5,0.4,female,,,,
6165,6165,0,1,5,1,0,0,1,1,3,5,2,1,0,2,2,1,4,31,1,8,0.64,male,,,,
6166,6166,0,3,2,0,1,0,1,0,4,5,0,1,1,2,2,1,4,3,1,8,0.656,male,,,,
6167,6167,0,1,5,0,0,1,0,0,4,0,1,1,1,2,4,0,2,27,1,8,0.53,male,,,,
6168,6168,0,3,6,0,0,0,0,0,2,5,2,1,1,2,3,1,5,12,1,5,0.334,male,,,,
6169,6169,0,3,6,0,0,0,1,0,1,2,0,0,0,4,1,0,4,17,1,3,0.412,male,,,,
6170,6170,0,1,5,0,0,0,1,0,0,3,1,1,1,1,2,1,4,3,0,7,0.277,female,,,,
6171,6171,1,4,6,0,0,0,1,0,0,2,2,0,1,3,2,1,2,10,1,6,0.269,male,,,,
6172,6172,0,1,4,0,0,0,0,0,1,0,0,0,1,1,2,1,2,17,1,5,0.229,male,,,,
6173,6173,1,1,6,0,0,0,1,0,4,1,0,0,1,2,3,0,2,12,0,6,0.36,female,,,,
6174,6174,0,3,4,0,0,0,0,0,0,3,1,1,1,1,2,1,5,7,0,5,0.884,female,,,,
6175,6175,1,1,1,0,0,1,1,0,3,0,1,0,0,4,4,0,5,7,1,7,0.397,male,,,,
6176,6176,0,1,2,1,0,0,0,0,2,0,2,1,1,3,1,1,3,25,1,7,0.883,male,,,,
6177,6177,1,1,6,0,0,0,1,0,1,0,2,0,1,3,1,1,3,7,0,7,0.499,female,,,,
6178,6178,0,2,7,0,0,0,1,0,4,1,2,1,1,3,1,1,3,31,0,6,0.418,female,,,,
6179,6179,0,4,7,0,0,0,1,0,3,4,2,0,1,1,4,0,2,10,1,3,0.701,male,,,,
6180,6180,0,2,1,1,0,0,0,0,1,3,0,1,1,4,2,1,4,7,1,7,0.392,male,,,,
6181,6181,0,4,1,0,0,0,0,0,0,3,2,1,1,2,4,1,4,2,1,7,0.942,male,,,,
6182,6182,0,1,6,0,1,0,1,0,3,0,2,0,1,4,3,1,1,12,1,6,0.228,male,,,,
6183,6183,0,3,6,0,0,0,1,0,1,2,2,1,1,1,1,1,4,27,0,5,0.321,female,,,,
6184,6184,0,3,6,1,0,0,1,0,4,0,1,1,1,1,2,1,4,4,1,7,0.632,male,,,,
6185,6185,1,1,4,0,0,0,0,0,3,0,2,0,1,3,2,1,4,25,1,6,0.16,male,,,,
6186,6186,1,4,2,0,1,0,1,0,4,5,1,1,1,4,3,1,2,5,1,6,0.91,male,,,,
6187,6187,0,3,6,0,0,0,0,0,5,0,1,1,1,2,2,1,3,21,0,6,0.477,female,,,,
6188,6188,0,1,5,0,1,0,0,1,1,3,2,0,1,1,4,0,2,33,1,6,0.212,male,,,,
6189,6189,0,1,2,0,0,0,0,0,5,1,2,0,1,1,4,1,1,28,0,4,0.227,female,,,,
6190,6190,0,2,4,0,0,0,1,1,2,1,0,0,1,4,2,1,4,6,0,6,0.573,female,,,,
6191,6191,0,1,2,1,0,0,1,0,1,3,2,1,1,3,4,0,5,1,0,7,0.06,female,,,,
6192,6192,0,3,3,0,0,0,1,1,1,3,0,1,0,1,4,1,3,9,1,7,0.759,male,,,,
6193,6193,0,3,6,0,0,1,0,1,3,0,2,0,1,1,2,1,4,5,1,6,0.473,male,,,,
6194,6194,1,2,2,0,0,0,1,0,3,3,0,1,1,3,1,1,2,33,1,8,0.156,male,,,,
6195,6195,0,3,4,0,0,1,0,0,5,1,2,1,1,2,3,1,2,26,1,6,0.119,male,,,,
6196,6196,1,3,3,0,0,0,0,1,0,2,1,1,1,2,2,1,3,29,0,8,0.805,female,,,,
6197,6197,0,3,6,0,0,0,1,0,3,0,0,0,1,3,1,0,5,22,1,6,0.229,male,,,,
6198,6198,1,3,5,1,0,0,1,0,2,2,1,1,1,2,2,1,5,21,0,9,0.914,female,,,,
6199,6199,0,1,4,1,1,1,1,0,0,1,1,1,1,2,1,1,5,6,1,10,0.384,male,,,,
6200,6200,0,1,5,0,0,0,0,0,1,5,0,1,1,1,1,1,1,12,1,6,0.759,male,,,,
6201,6201,0,1,3,0,0,1,0,0,2,4,0,0,0,1,1,1,2,26,0,4,0.8,female,,,,
6202,6202,0,1,7,1,1,0,0,1,2,5,2,0,1,1,1,1,3,6,1,6,0.915,male,,,,
6203,6203,0,4,7,1,0,0,1,0,4,1,1,0,1,3,2,1,3,17,0,5,0.4,female,,,,
6204,6204,0,4,4,0,0,0,0,0,0,2,1,1,1,1,2,0,2,5,1,3,0.988,male,,,,
6205,6205,0,2,5,0,0,0,0,0,4,3,1,1,1,1,1,0,5,7,1,4,0.752,male,,,,
6206,6206,0,3,7,0,0,0,1,0,0,5,2,1,1,2,1,1,1,27,0,7,0.392,female,,,,
6207,6207,0,2,2,0,0,0,0,0,3,5,0,0,1,4,1,1,4,24,1,4,0.151,male,,,,
6208,6208,0,3,4,0,1,0,0,0,1,1,2,1,1,3,3,1,4,18,1,6,0.716,male,,,,
6209,6209,0,4,1,0,0,1,1,1,1,2,0,1,1,3,3,1,5,23,0,9,0.866,female,,,,
6210,6210,0,2,4,1,0,0,1,0,3,1,2,0,1,3,1,1,1,21,1,6,0.211,male,,,,
6211,6211,1,2,7,1,0,1,1,0,1,4,2,1,0,2,1,1,1,16,1,8,0.01,male,,,,
6212,6212,1,1,3,1,0,0,1,1,5,0,0,0,1,4,4,1,2,19,1,10,0.423,male,,,,
6213,6213,0,2,1,0,0,0,1,1,4,4,0,1,1,2,1,1,1,30,0,9,0.97,female,,,,
6214,6214,0,1,3,0,0,1,0,0,0,5,1,0,1,2,2,1,2,28,0,6,0.896,female,,,,
6215,6215,0,2,2,0,0,0,0,0,1,0,0,1,1,1,4,1,2,14,0,7,0.254,female,,,,
6216,6216,1,3,4,1,1,1,1,0,3,5,2,1,1,1,1,1,4,8,1,9,0.52,male,,,,
6217,6217,0,1,4,0,0,1,1,1,0,4,1,0,0,1,3,1,3,26,1,6,0.36,male,,,,
6218,6218,0,1,3,0,0,0,1,0,2,1,1,1,1,3,3,1,4,4,0,6,0.254,female,,,,
6219,6219,0,1,6,0,0,0,0,0,5,3,2,0,1,2,4,1,3,15,1,5,0.28,male,,,,
6220,6220,0,4,5,1,0,0,0,1,0,0,1,1,1,1,1,1,5,9,0,8,0.994,female,,,,
6221,6221,0,2,2,0,0,0,1,0,4,4,1,0,1,3,2,1,1,6,0,5,0.861,female,,,,
6222,6222,0,1,4,1,1,0,1,0,1,3,2,0,1,2,3,0,2,11,0,6,0.554,female,,,,
6223,6223,1,1,1,0,0,0,1,1,4,0,2,0,1,4,4,1,2,33,1,9,0.439,male,,,,
6224,6224,0,4,4,1,0,1,1,0,0,1,2,0,1,2,4,1,2,26,1,8,0.22,male,,,,
6225,6225,0,4,4,0,1,0,1,0,2,0,1,1,1,1,2,1,2,3,1,6,0.15,male,,,,
6226,6226,0,2,5,0,0,0,1,0,3,3,0,0,1,4,2,0,2,8,0,5,0.603,female,,,,
6227,6227,0,4,5,0,0,1,1,0,0,0,2,0,1,2,4,1,2,27,0,9,0.961,female,,,,
6228,6228,0,2,3,0,1,0,0,0,1,3,0,1,0,1,1,1,4,21,1,5,0.427,male,,,,
6229,6229,0,1,4,1,0,0,1,1,4,1,2,0,1,2,4,1,1,29,1,8,0.584,male,,,,
6230,6230,0,3,1,0,0,0,1,1,0,5,2,1,0,2,2,1,3,33,0,8,0.243,female,,,,
6231,6231,0,1,7,0,0,0,1,0,2,1,0,0,1,2,3,0,2,21,1,5,0.574,male,,,,
6232,6232,0,1,6,0,0,1,1,0,1,5,1,1,1,3,3,0,3,20,0,6,0.367,female,,,,
6233,6233,1,2,5,1,0,1,0,0,2,3,1,0,0,1,2,1,5,25,0,6,0.528,female,,,,
6234,6234,1,2,5,1,1,0,1,0,3,1,1,0,1,3,4,1,2,4,1,10,0.184,male,,,,
6235,6235,0,2,6,0,0,0,0,0,2,2,1,1,1,4,4,1,1,33,0,5,0.77,female,,,,
6236,6236,0,1,5,1,0,0,1,0,0,0,2,1,1,4,2,1,3,14,0,9,0.287,female,,,,
6237,6237,0,2,2,0,1,0,0,0,2,0,0,1,1,3,3,1,1,32,1,8,0.242,male,,,,
6238,6238,0,2,7,0,0,0,1,0,3,4,1,0,0,1,3,1,3,20,1,3,0.347,male,,,,
6239,6239,1,2,4,1,0,0,1,0,2,2,1,0,1,2,3,1,4,32,1,7,0.776,male,,,,
6240,6240,0,4,4,0,0,0,1,0,4,4,0,1,1,4,2,0,3,11,1,4,0.959,male,,,,
6241,6241,1,4,7,0,0,0,1,0,1,2,0,0,1,2,3,1,5,20,0,6,0.404,female,,,,
6242,6242,1,3,3,0,0,0,1,0,0,0,0,0,1,2,1,1,5,18,1,9,0.846,male,,,,
6243,6243,0,1,6,0,0,1,0,0,4,4,1,1,1,4,2,0,1,4,0,4,0.75,female,,,,
6244,6244,0,4,5,0,0,0,0,0,4,3,2,0,1,1,4,0,2,24,0,3,0.248,female,,,,
6245,6245,1,2,3,0,0,0,0,0,5,5,0,1,0,1,3,1,1,33,1,5,0.306,male,,,,
6246,6246,0,2,7,0,0,0,0,1,5,4,2,1,1,1,4,1,5,20,1,6,0.207,male,,,,
6247,6247,0,2,6,0,0,1,1,0,1,2,0,0,0,3,4,0,2,3,1,6,0.668,male,,,,
6248,6248,0,2,6,0,0,0,1,0,3,3,2,0,1,3,3,1,5,10,0,5,0.176,female,,,,
6249,6249,0,2,7,0,1,0,1,1,1,3,2,0,1,3,4,1,2,5,1,8,0.167,male,,,,
6250,6250,0,4,5,0,0,1,0,0,3,2,0,0,1,2,4,1,4,5,0,7,0.187,female,,,,
6251,6251,0,2,5,0,0,1,0,0,5,2,0,0,1,4,1,0,5,9,1,5,0.642,male,,,,
6252,6252,1,2,7,0,1,1,1,0,2,3,0,1,0,3,2,0,5,14,0,8,0.34,female,,,,
6253,6253,0,2,6,1,0,1,1,0,0,0,2,1,1,4,1,1,1,29,0,9,0.985,female,,,,
6254,6254,0,1,4,0,0,1,1,0,4,4,2,0,1,1,4,1,1,14,0,6,0.95,female,,,,
6255,6255,0,4,5,0,0,0,0,0,0,2,0,0,1,1,2,1,4,4,0,5,0.984,female,,,,
6256,6256,0,4,3,1,0,0,1,0,5,4,0,0,1,2,2,1,4,4,0,6,0.764,female,,,,
6257,6257,0,2,5,1,0,0,1,0,4,1,0,1,0,3,4,1,2,25,1,9,0.34,male,,,,
6258,6258,0,2,6,0,1,0,1,0,3,0,1,1,1,4,2,1,2,10,0,7,0.169,female,,,,
6259,6259,0,2,6,1,0,1,1,0,2,0,0,0,0,3,4,1,4,1,1,9,0.749,male,,,,
6260,6260,1,3,4,0,1,0,1,0,0,2,0,1,1,4,1,1,4,11,1,9,0.865,male,,,,
6261,6261,1,1,1,1,0,0,1,0,2,5,0,0,1,2,4,0,3,1,1,9,0.794,male,,,,
6262,6262,0,2,1,1,0,0,0,0,3,0,0,1,1,1,3,1,1,31,0,8,0.542,female,,,,
6263,6263,1,2,5,1,0,0,0,1,0,0,2,1,1,2,3,1,2,20,0,11,0.591,female,,,,
6264,6264,1,4,7,0,0,0,1,0,2,3,1,0,1,1,4,1,3,12,0,5,0.96,female,,,,
6265,6265,1,4,1,0,0,0,1,0,2,4,2,0,0,2,4,1,2,31,1,6,0.46,male,,,,
6266,6266,0,1,1,1,0,0,1,0,3,1,0,1,0,4,3,1,1,7,1,7,0.495,male,,,,
6267,6267,0,3,4,0,0,0,1,0,2,4,1,1,0,3,1,1,4,6,0,5,0.95,female,,,,
6268,6268,0,1,4,1,0,0,0,0,5,3,1,1,1,1,1,1,1,27,1,5,0.367,male,,,,
6269,6269,1,1,7,0,0,0,0,1,1,0,2,0,1,4,3,1,2,31,1,6,0.56,male,,,,
6270,6270,0,4,6,0,0,0,1,0,4,5,1,1,1,3,4,1,4,32,1,6,0.223,male,,,,
6271,6271,0,2,5,1,1,0,0,0,2,3,1,0,1,4,2,1,1,30,1,6,0.499,male,,,,
6272,6272,0,1,2,0,0,0,1,0,2,0,0,1,1,4,1,0,5,15,0,6,0.347,female,,,,
6273,6273,0,2,4,0,0,0,1,0,0,1,0,1,1,1,4,1,3,32,0,8,0.386,female,,,,
6274,6274,0,1,7,0,0,0,0,0,5,1,2,0,1,4,2,1,5,29,1,3,0.589,male,,,,
6275,6275,1,2,2,0,0,0,1,0,3,2,0,1,1,4,4,1,4,33,1,8,0.577,male,,,,
6276,6276,0,3,2,0,0,0,1,0,2,1,1,0,1,4,3,1,2,14,0,4,0.96,female,,,,
6277,6277,0,1,5,0,0,0,1,0,3,2,2,1,1,1,2,1,1,11,0,6,0.336,female,,,,
6278,6278,0,3,6,0,1,0,1,1,5,5,1,1,1,3,2,1,2,30,0,8,0.751,female,,,,
6279,6279,0,3,5,0,0,0,1,0,5,1,2,1,1,3,4,1,2,24,0,8,0.506,female,,,,
6280,6280,1,1,4,0,1,0,1,1,4,0,2,0,0,2,4,1,5,7,0,9,0.707,female,,,,
6281,6281,0,2,6,0,0,0,1,0,3,3,2,1,1,3,4,1,2,22,0,7,0.842,female,,,,
6282,6282,0,1,1,0,1,0,0,0,5,3,0,0,1,3,1,1,4,21,1,7,0.973,male,,,,
6283,6283,0,4,5,0,0,1,1,0,5,2,1,1,0,4,3,1,3,4,0,5,0.381,female,,,,
6284,6284,1,4,1,0,0,1,0,1,3,0,0,1,1,1,4,0,4,23,0,9,0.979,female,,,,
6285,6285,1,4,5,0,1,0,1,0,0,1,2,0,1,1,1,1,5,21,0,7,0.994,female,,,,
6286,6286,0,4,2,1,0,0,1,1,1,4,2,1,1,3,4,1,5,20,0,8,0.27,female,,,,
6287,6287,0,4,1,0,0,0,0,0,0,2,0,1,1,3,3,1,2,9,0,7,0.745,female,,,,
6288,6288,0,1,1,0,0,0,1,1,4,3,1,0,1,1,1,1,3,6,0,6,0.388,female,,,,
6289,6289,0,1,5,0,0,1,0,0,0,5,2,0,1,3,3,1,2,27,1,7,0.734,male,,,,
6290,6290,0,2,5,0,1,1,1,0,1,3,1,0,1,1,1,1,4,10,0,7,0.39,female,,,,
6291,6291,1,1,7,0,0,0,1,0,3,5,0,1,1,1,4,1,1,19,0,8,0.12,female,,,,
6292,6292,0,1,2,0,0,1,1,1,2,3,1,0,1,2,3,1,1,13,1,7,0.483,male,,,,
6293,6293,0,3,5,0,0,1,1,0,1,3,2,1,1,4,4,0,4,29,0,7,0.853,female,,,,
6294,6294,1,1,1,0,0,0,1,0,0,5,0,1,0,4,4,1,5,4,0,9,0.877,female,,,,
6295,6295,0,3,7,0,0,1,1,0,5,2,0,1,1,1,3,1,4,5,0,7,0.159,female,,,,
6296,6296,0,1,4,0,0,0,0,0,0,1,0,0,1,4,4,1,3,29,1,6,0.335,male,,,,
6297,6297,0,2,2,0,1,0,0,0,2,2,0,1,0,1,4,0,2,20,0,5,0.324,female,,,,
6298,6298,1,4,6,0,0,0,1,0,2,3,0,1,1,1,2,1,5,8,0,6,0.733,female,,,,
6299,6299,0,3,7,1,1,0,1,0,5,4,2,0,1,1,1,1,4,12,0,6,0.468,female,,,,
6300,6300,0,1,2,0,0,0,0,0,3,5,2,0,1,4,3,1,4,23,1,3,0.25,male,,,,
6301,6301,0,3,3,0,1,1,1,0,2,3,2,1,1,2,3,1,5,27,1,8,0.188,male,,,,
6302,6302,0,1,5,0,0,0,0,1,5,3,1,1,1,2,3,1,4,28,1,7,0.676,male,,,,
6303,6303,0,3,2,0,0,0,1,0,2,4,2,0,1,3,3,1,2,6,1,5,0.168,male,,,,
6304,6304,0,4,3,1,0,0,1,0,3,1,2,1,1,3,1,1,4,22,1,6,0.847,male,,,,
6305,6305,0,2,6,0,0,1,1,0,2,0,0,1,1,2,4,1,2,25,1,10,0.3,male,,,,
6306,6306,0,1,6,1,0,0,1,0,3,1,2,0,0,2,4,1,1,2,1,6,0.977,male,,,,
6307,6307,0,2,3,0,0,0,1,0,1,3,1,0,0,4,4,1,3,13,1,4,0.506,male,,,,
6308,6308,0,2,3,0,0,0,1,0,2,0,1,1,1,2,2,1,1,2,1,7,0.457,male,,,,
6309,6309,1,4,6,0,0,0,1,0,2,1,1,0,0,4,1,1,5,6,1,3,0.746,male,,,,
6310,6310,0,3,7,0,0,0,0,1,3,5,0,1,1,2,1,1,2,19,1,7,0.546,male,,,,
6311,6311,0,3,5,0,0,0,1,0,0,1,0,1,1,2,2,0,1,1,0,8,0.716,female,,,,
6312,6312,0,4,1,0,0,0,0,0,4,3,2,0,1,1,1,0,3,32,1,2,0.12,male,,,,
6313,6313,0,4,3,1,0,0,1,0,1,2,1,0,1,4,1,1,4,5,0,4,0.89,female,,,,
6314,6314,0,3,3,0,1,0,1,0,2,2,1,1,1,1,2,0,5,23,1,5,0.887,male,,,,
6315,6315,1,2,5,0,0,0,1,0,5,3,2,0,1,3,3,1,2,14,1,7,0.427,male,,,,
6316,6316,1,1,4,1,1,1,0,0,4,2,0,1,1,4,3,1,4,16,1,9,0.924,male,,,,
6317,6317,0,4,6,0,0,0,1,0,0,1,0,0,1,1,2,1,1,14,0,5,0.51,female,,,,
6318,6318,0,1,2,0,0,0,1,1,0,5,1,1,1,2,4,0,3,31,1,8,0.818,male,,,,
6319,6319,0,4,6,0,0,0,0,0,4,4,0,1,1,1,1,0,3,11,0,3,0.384,female,,,,
6320,6320,0,3,7,1,0,0,1,0,4,5,2,0,1,1,3,0,5,31,0,4,0.997,female,,,,
6321,6321,0,3,2,0,0,0,1,1,0,1,1,0,0,2,4,1,1,24,0,7,0.654,female,,,,
6322,6322,0,2,3,1,0,0,0,0,3,1,0,1,0,1,2,1,4,29,0,5,0.556,female,,,,
6323,6323,1,3,7,1,0,0,1,0,2,1,2,1,0,2,2,1,3,30,1,7,0.874,male,,,,
6324,6324,0,4,3,0,0,1,0,0,4,1,1,0,1,1,2,1,4,32,0,3,0.304,female,,,,
6325,6325,0,1,1,1,0,0,1,0,2,4,0,1,1,2,4,1,1,22,1,10,0.721,male,,,,
6326,6326,0,3,7,0,1,0,1,0,3,0,2,1,0,2,3,1,5,12,1,7,0.28,male,,,,
6327,6327,0,4,5,0,0,0,1,0,1,4,0,1,1,1,3,1,5,33,1,6,0.812,male,,,,
6328,6328,1,4,6,0,0,1,1,0,2,0,1,1,1,3,2,1,2,9,0,8,0.296,female,,,,
6329,6329,0,3,7,0,0,1,0,0,4,1,1,0,1,4,3,0,4,20,0,3,0.406,female,,,,
6330,6330,0,4,2,0,1,1,0,0,5,5,2,1,1,1,2,1,3,9,0,5,0.624,female,,,,
6331,6331,0,3,6,0,0,1,1,1,4,5,1,0,1,4,1,1,4,17,1,6,0.32,male,,,,
6332,6332,0,1,3,0,0,1,1,0,2,3,1,1,1,2,3,0,3,8,1,6,0.6,male,,,,
6333,6333,0,1,7,0,1,0,0,0,5,3,2,0,1,1,3,1,1,12,1,4,0.63,male,,,,
6334,6334,0,1,6,1,0,0,1,0,3,0,2,0,1,3,2,1,3,12,0,7,0.676,female,,,,
6335,6335,0,3,1,0,0,1,0,0,1,5,1,1,0,1,4,1,5,19,0,6,0.27,female,,,,
6336,6336,0,3,4,0,0,0,1,0,1,3,2,0,1,2,3,0,1,2,1,4,0.33,male,,,,
6337,6337,0,3,6,0,0,0,1,0,0,5,2,1,1,3,3,1,4,29,1,7,0.891,male,,,,
6338,6338,0,3,6,0,0,0,1,0,3,2,1,1,1,2,1,1,4,8,1,6,0.53,male,,,,
6339,6339,0,4,4,0,0,0,1,0,1,1,1,0,0,3,1,0,5,21,1,2,0.778,male,,,,
6340,6340,1,2,5,1,0,0,1,0,2,0,0,1,1,4,3,0,2,2,1,9,0.67,male,,,,
6341,6341,0,4,1,0,0,0,1,0,3,4,2,0,1,3,2,1,1,19,0,5,0.225,female,,,,
6342,6342,0,3,6,1,1,1,1,0,4,0,0,1,1,2,1,0,3,26,0,10,0.628,female,,,,
6343,6343,0,3,6,0,0,0,0,0,2,2,1,0,0,2,2,1,4,8,0,3,0.458,female,,,,
6344,6344,0,3,2,0,0,1,1,0,1,5,0,1,1,1,1,1,5,2,1,7,0.32,male,,,,
6345,6345,0,2,5,1,0,0,0,1,1,4,0,0,1,3,3,1,4,28,1,8,0.886,male,,,,
6346,6346,0,1,3,0,0,1,1,0,5,2,2,1,1,3,1,1,4,26,1,7,0.113,male,,,,
6347,6347,1,4,6,0,1,1,0,0,5,1,2,0,1,3,3,1,2,16,1,6,0.583,male,,,,
6348,6348,0,4,1,0,0,0,1,1,2,2,1,0,0,2,4,1,1,9,1,6,0.901,male,,,,
6349,6349,1,4,3,0,1,0,1,1,5,2,2,1,1,4,4,1,4,21,1,8,0.24,male,,,,
6350,6350,0,2,7,0,0,1,1,0,5,2,0,1,1,3,2,1,5,9,0,8,0.392,female,,,,
