,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,label,dropout
15721,15721,0,2,1,0,0,0,1,0,2,1,1,0,1,2,4,1,3,31,0,7.0,0.4375
15722,15722,0,4,1,0,0,0,1,0,3,3,2,1,1,3,4,1,4,32,1,7.0,0.4375
15723,15723,0,4,2,0,0,0,1,0,5,3,2,1,1,4,2,0,4,31,0,3.0,0.1875
15724,15724,0,1,3,0,0,0,1,0,3,5,0,1,1,3,4,1,3,3,1,8.0,0.5
15725,15725,0,1,3,0,0,0,1,1,1,5,1,1,1,2,1,1,1,26,0,7.0,0.4375
15726,15726,0,4,1,0,0,0,1,0,3,0,0,0,1,3,3,0,4,1,1,6.0,0.375
15727,15727,0,3,2,0,0,0,0,0,1,1,1,0,1,2,3,1,3,16,1,4.0,0.25
15728,15728,0,3,1,0,0,0,1,0,3,2,1,0,1,2,1,1,2,11,0,6.0,0.375
15729,15729,0,2,4,0,0,0,0,1,0,5,1,0,1,4,4,1,1,20,1,6.0,0.375
15730,15730,0,3,2,0,1,0,1,0,0,1,1,1,1,1,3,1,2,2,1,7.0,0.4375
15731,15731,0,3,7,0,1,0,0,0,2,2,1,0,1,1,3,1,4,28,0,4.0,0.25
15732,15732,0,2,1,0,0,0,1,0,1,5,2,0,1,1,4,1,4,25,1,6.0,0.375
15733,15733,0,2,4,0,0,0,1,0,0,2,0,0,1,3,2,1,3,25,0,7.0,0.4375
15734,15734,0,2,3,1,0,0,1,0,2,2,1,1,1,3,1,0,2,9,1,6.0,0.375
15735,15735,0,2,5,0,1,1,0,0,5,3,0,1,1,4,2,1,2,27,1,8.0,0.5
15736,15736,0,2,4,1,1,0,0,0,3,5,0,1,1,1,4,1,1,13,1,8.0,0.5
15737,15737,1,2,7,0,0,0,1,0,1,5,2,0,1,1,4,1,2,27,0,6.0,0.375
15738,15738,0,3,3,0,0,0,1,0,4,5,1,1,1,3,4,1,3,15,1,7.0,0.4375
15739,15739,1,2,2,0,0,1,1,0,5,0,2,1,1,3,1,0,3,1,1,8.0,0.5
15740,15740,0,4,3,0,0,0,1,0,2,4,0,1,0,3,1,0,1,23,1,4.0,0.25
15741,15741,0,4,3,0,0,1,0,0,1,4,2,1,1,3,2,1,3,31,0,5.0,0.3125
15742,15742,0,1,2,1,0,0,0,0,5,5,0,0,1,2,2,1,3,25,1,6.0,0.375
15743,15743,0,2,3,0,1,0,1,0,2,1,1,1,1,1,1,1,3,30,0,6.0,0.375
15744,15744,1,3,6,0,0,1,1,0,4,2,2,1,1,1,3,1,3,21,1,7.0,0.4375
15745,15745,0,2,4,0,0,0,0,0,5,1,0,1,1,3,4,0,3,26,0,6.0,0.375
15746,15746,0,2,5,0,0,0,1,0,1,0,1,1,1,3,3,1,3,21,1,8.0,0.5
15747,15747,0,1,6,0,0,0,0,0,5,0,2,1,0,1,2,1,3,21,1,4.0,0.25
15748,15748,1,3,3,0,0,0,0,1,2,1,2,0,1,2,1,1,3,11,0,6.0,0.375
15749,15749,0,1,7,0,0,1,1,0,5,5,2,0,0,2,4,0,3,16,1,5.0,0.3125
15750,15750,0,3,5,0,0,0,1,0,1,2,0,1,0,2,4,1,4,22,1,8.0,0.5
15751,15751,0,1,6,0,0,0,0,0,3,0,0,0,1,1,2,1,1,11,0,5.0,0.3125
15752,15752,1,1,4,0,0,0,1,0,3,5,2,0,1,1,2,1,2,17,0,5.0,0.3125
15753,15753,0,4,4,0,0,1,1,1,1,0,2,1,1,4,1,1,5,26,0,7.0,0.4375
15754,15754,0,1,1,0,1,0,1,0,1,5,2,0,1,2,1,0,1,29,1,6.0,0.375
15755,15755,0,4,7,0,1,0,1,1,3,2,0,0,1,4,1,1,1,14,0,6.0,0.375
15756,15756,0,3,4,0,1,0,1,0,3,4,2,0,1,2,3,1,1,1,0,6.0,0.375
15757,15757,0,4,3,1,1,1,0,0,0,3,0,1,1,2,1,1,5,30,0,9.0,0.5625
15758,15758,0,4,5,0,0,0,0,0,3,2,2,1,1,1,3,1,5,4,1,4.0,0.25
15759,15759,1,3,7,0,0,0,1,1,1,3,2,1,1,4,3,1,1,30,1,7.0,0.4375
15760,15760,0,4,6,0,0,1,0,0,5,4,0,0,0,4,1,1,2,25,1,3.0,0.1875
15761,15761,0,2,3,0,0,0,0,0,2,0,2,1,1,2,4,1,4,28,0,7.0,0.4375
15762,15762,0,2,7,0,0,1,1,0,2,0,0,0,1,3,2,0,5,9,0,7.0,0.4375
15763,15763,1,3,7,0,0,0,1,0,2,1,2,0,1,2,3,1,1,7,1,6.0,0.375
15764,15764,0,1,1,0,0,0,1,1,5,5,0,0,1,4,1,1,1,27,0,7.0,0.4375
15765,15765,0,3,2,1,0,0,0,0,3,0,0,0,1,3,1,1,4,1,1,7.0,0.4375
15766,15766,0,4,6,1,0,1,1,0,0,1,0,1,1,2,2,1,2,30,1,9.0,0.5625
15767,15767,0,3,3,0,0,0,0,0,4,4,2,1,0,2,4,1,5,27,0,5.0,0.3125
15768,15768,0,1,7,0,0,0,1,0,2,2,2,1,1,4,1,1,4,31,1,5.0,0.3125
15769,15769,0,3,6,0,0,0,0,0,5,1,0,0,0,4,3,1,1,15,1,3.0,0.1875
15770,15770,0,3,4,0,0,0,0,0,0,3,0,1,1,2,1,1,2,15,1,7.0,0.4375
15771,15771,0,1,4,0,0,0,0,0,3,5,0,0,1,2,2,1,5,27,1,5.0,0.3125
15772,15772,0,2,3,0,0,1,1,1,5,1,0,1,1,4,4,0,5,8,0,8.0,0.5
15773,15773,0,3,1,0,0,0,1,0,3,5,0,0,1,1,4,1,2,31,1,7.0,0.4375
15774,15774,0,4,2,0,0,0,0,1,2,5,2,0,1,3,2,0,4,25,0,3.0,0.1875
15775,15775,0,1,7,0,0,0,0,0,3,5,0,0,1,4,3,1,1,8,1,4.0,0.25
15776,15776,0,4,2,0,0,0,0,0,3,4,1,0,1,4,1,1,5,1,0,2.0,0.125
15777,15777,0,3,3,0,0,1,1,0,0,0,2,0,1,2,1,0,2,19,1,7.0,0.4375
15778,15778,0,3,1,1,0,1,1,0,2,4,2,1,1,3,2,1,1,6,0,9.0,0.5625
15779,15779,0,4,6,0,0,0,1,0,2,1,0,1,0,2,4,1,2,27,1,6.0,0.375
15780,15780,1,3,2,0,0,1,1,0,1,2,0,0,0,1,3,0,3,26,1,5.0,0.3125
15781,15781,0,3,5,0,0,1,0,0,1,0,1,1,1,4,4,1,3,21,1,8.0,0.5
15782,15782,0,3,4,0,0,0,1,0,2,4,1,0,1,3,1,1,2,26,0,5.0,0.3125
15783,15783,0,3,5,0,0,0,1,0,2,0,2,0,1,1,3,1,3,33,0,6.0,0.375
15784,15784,0,2,2,1,0,0,1,0,2,3,0,1,0,2,4,1,2,9,0,8.0,0.5
15785,15785,0,4,3,0,1,0,1,1,0,5,2,1,1,4,2,1,3,8,1,7.0,0.4375
15786,15786,0,3,1,0,1,0,1,1,5,4,0,1,1,4,4,1,2,19,1,10.0,0.625
15787,15787,1,2,2,0,0,0,1,0,5,2,2,0,1,4,1,1,1,26,0,5.0,0.3125
15788,15788,0,4,2,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,5.0,0.3125
15789,15789,0,1,5,0,0,0,0,0,5,5,1,1,0,4,2,1,3,18,1,4.0,0.25
15790,15790,0,1,1,0,0,0,1,0,0,5,2,1,1,1,3,1,3,33,0,7.0,0.4375
15791,15791,0,2,2,0,0,0,1,1,0,5,1,0,1,2,4,1,1,29,0,8.0,0.5
15792,15792,1,2,4,0,0,1,1,0,5,0,2,0,1,1,2,1,3,28,1,7.0,0.4375
15793,15793,0,2,6,0,0,0,1,0,3,1,1,1,1,2,1,1,3,5,1,6.0,0.375
15794,15794,0,2,4,0,0,1,1,0,4,0,0,0,1,1,4,1,4,2,1,8.0,0.5
15795,15795,0,4,5,0,0,0,1,0,0,2,2,0,1,3,1,1,5,20,0,6.0,0.375
15796,15796,0,2,1,0,0,0,0,1,4,2,2,1,0,3,4,1,2,7,1,7.0,0.4375
15797,15797,0,1,4,1,0,0,0,0,0,1,1,1,1,4,4,1,5,28,1,7.0,0.4375
15798,15798,0,2,5,1,0,0,0,1,2,4,2,0,1,4,1,1,2,10,0,6.0,0.375
15799,15799,1,4,3,1,0,0,1,0,4,0,0,0,1,3,1,1,4,11,0,8.0,0.5
15800,15800,0,2,1,0,0,0,0,1,5,4,2,1,1,3,1,1,3,20,0,7.0,0.4375
15801,15801,0,3,4,0,0,0,0,0,0,2,0,1,1,2,1,0,2,17,0,6.0,0.375
15802,15802,0,4,2,1,0,0,1,0,4,4,0,0,1,1,3,1,3,10,0,5.0,0.3125
15803,15803,0,4,4,0,0,0,0,0,3,3,0,1,1,3,4,0,3,3,1,5.0,0.3125
15804,15804,1,1,6,0,0,0,1,0,1,1,2,1,1,2,1,1,4,31,1,7.0,0.4375
15805,15805,1,4,5,1,0,0,0,0,5,4,1,1,1,2,1,1,2,13,0,7.0,0.4375
15806,15806,0,3,2,0,0,0,0,0,1,4,2,1,1,4,4,1,4,9,0,5.0,0.3125
15807,15807,0,4,3,0,0,1,1,0,5,2,2,0,0,1,3,1,2,25,0,3.0,0.1875
15808,15808,0,3,6,0,0,0,0,0,3,2,0,1,1,4,3,1,1,31,1,5.0,0.3125
15809,15809,1,1,2,0,0,0,0,0,2,2,1,1,0,2,2,1,5,6,1,5.0,0.3125
15810,15810,0,1,7,0,0,0,1,0,1,5,0,1,1,1,4,1,1,22,0,7.0,0.4375
15811,15811,0,3,6,0,0,1,1,0,3,2,2,1,0,2,2,1,5,31,1,6.0,0.375
15812,15812,0,1,2,0,0,0,1,1,1,5,1,0,1,2,4,1,2,16,1,7.0,0.4375
15813,15813,0,1,6,0,1,0,1,0,4,4,0,0,1,3,2,1,1,25,0,7.0,0.4375
15814,15814,0,4,5,0,1,0,0,0,5,1,2,1,1,3,2,1,4,25,0,6.0,0.375
15815,15815,1,3,1,0,1,0,1,0,4,2,2,0,1,2,1,1,3,5,0,8.0,0.5
15816,15816,0,4,3,0,0,0,1,0,3,5,2,0,1,4,1,1,2,23,0,3.0,0.1875
15817,15817,0,3,6,1,0,0,0,1,3,4,2,0,0,4,2,0,1,2,0,3.0,0.1875
15818,15818,0,2,1,0,0,0,1,0,1,4,2,1,1,4,2,1,4,31,1,6.0,0.375
15819,15819,0,2,2,0,0,0,0,0,2,0,1,1,1,4,2,1,2,24,1,5.0,0.3125
15820,15820,1,4,1,0,0,0,0,0,5,3,0,1,1,1,2,1,3,4,0,6.0,0.375
15821,15821,0,2,4,0,0,0,1,0,3,5,2,0,1,1,3,1,2,25,1,4.0,0.25
15822,15822,0,4,6,0,0,0,0,0,0,4,1,0,1,1,2,0,5,16,1,2.0,0.125
15823,15823,0,2,2,0,0,0,0,0,5,4,2,0,1,4,2,0,5,10,1,2.0,0.125
15824,15824,0,3,5,0,0,0,1,1,3,0,1,1,1,2,2,1,2,17,1,9.0,0.5625
15825,15825,1,4,7,0,0,1,0,0,1,5,1,1,1,3,2,1,4,28,0,6.0,0.375
15826,15826,0,3,4,0,0,0,1,0,4,2,2,0,0,3,1,0,5,6,1,3.0,0.1875
15827,15827,1,4,3,0,0,0,0,0,1,3,1,1,1,3,4,1,2,31,1,6.0,0.375
15828,15828,0,1,4,0,0,0,1,0,1,1,2,1,1,1,2,1,2,2,1,5.0,0.3125
15829,15829,0,1,1,0,0,0,1,0,1,0,1,0,1,3,1,0,5,24,0,6.0,0.375
15830,15830,0,3,6,0,0,0,1,0,1,3,2,1,1,3,2,1,3,14,0,6.0,0.375
15831,15831,0,2,2,0,0,0,1,0,3,5,2,1,1,2,1,1,1,33,0,6.0,0.375
15832,15832,0,4,7,0,0,0,1,0,4,5,1,0,1,3,1,1,2,11,1,4.0,0.25
15833,15833,0,1,2,1,0,0,1,0,2,2,2,1,1,4,3,1,2,30,0,6.0,0.375
15834,15834,0,4,1,0,0,0,1,0,1,4,1,1,0,4,2,1,3,28,0,4.0,0.25
15835,15835,0,3,5,0,1,0,1,0,1,1,2,0,1,2,3,1,2,25,1,7.0,0.4375
15836,15836,0,1,2,0,0,0,0,0,4,0,2,1,1,4,2,0,2,12,0,4.0,0.25
15837,15837,0,2,7,0,0,0,1,0,1,4,1,1,1,3,4,1,2,15,1,7.0,0.4375
15838,15838,1,1,2,0,0,1,1,1,3,3,2,0,0,4,1,0,5,15,0,5.0,0.3125
15839,15839,0,3,4,1,0,0,0,0,3,1,1,0,0,4,1,1,2,21,0,3.0,0.1875
15840,15840,0,3,1,0,0,1,1,0,4,5,1,1,1,3,4,1,4,21,1,9.0,0.5625
15841,15841,0,3,2,0,0,1,1,0,2,5,0,0,1,2,4,1,1,18,0,8.0,0.5
15842,15842,0,4,4,0,0,0,1,0,0,5,0,1,1,4,1,0,2,18,1,5.0,0.3125
15843,15843,0,4,4,0,1,0,0,0,5,0,0,0,1,2,1,0,2,27,1,5.0,0.3125
15844,15844,0,3,3,0,0,0,0,0,5,1,2,0,1,2,1,1,3,16,1,4.0,0.25
15845,15845,0,3,4,1,0,0,1,0,0,2,1,1,1,1,2,1,5,11,0,7.0,0.4375
15846,15846,0,2,5,0,1,0,1,0,4,0,0,0,1,4,3,1,3,21,1,8.0,0.5
15847,15847,0,3,3,0,0,1,0,0,0,4,0,0,1,3,4,1,2,22,0,8.0,0.5
15848,15848,0,3,4,0,0,0,0,0,2,2,2,0,1,3,4,1,3,4,1,5.0,0.3125
15849,15849,0,3,2,1,0,0,1,0,0,0,0,0,0,3,2,0,3,8,1,7.0,0.4375
15850,15850,0,1,6,0,0,0,0,0,1,0,0,1,0,4,1,1,3,25,0,5.0,0.3125
15851,15851,0,4,1,0,0,1,1,0,2,3,2,1,1,2,2,1,4,29,1,7.0,0.4375
15852,15852,0,2,7,0,1,0,0,0,2,3,1,0,1,4,4,1,1,13,1,5.0,0.3125
15853,15853,1,3,3,0,0,0,1,0,1,4,0,0,1,3,4,1,2,13,0,8.0,0.5
15854,15854,0,2,3,0,1,0,0,0,3,0,2,1,1,2,4,0,1,18,1,7.0,0.4375
15855,15855,0,1,3,1,0,0,1,0,4,2,1,0,1,4,1,0,2,19,0,4.0,0.25
15856,15856,0,3,7,0,1,0,1,0,0,3,1,0,0,4,4,1,4,10,0,6.0,0.375
15857,15857,0,2,4,0,1,0,0,1,2,1,2,1,1,4,1,1,1,11,1,6.0,0.375
15858,15858,1,1,3,0,0,0,1,0,1,2,1,0,1,4,4,1,5,17,1,6.0,0.375
15859,15859,1,2,4,0,0,0,1,0,1,4,1,0,1,2,1,0,2,30,1,5.0,0.3125
15860,15860,0,1,3,0,0,0,1,0,3,4,1,0,1,4,2,0,5,12,0,3.0,0.1875
15861,15861,0,4,4,1,1,0,0,0,3,3,2,1,1,3,4,1,5,20,0,7.0,0.4375
15862,15862,0,3,7,0,0,1,0,0,0,5,0,1,1,2,3,1,5,3,1,8.0,0.5
15863,15863,0,1,3,1,0,0,1,0,1,4,1,1,1,3,4,0,5,32,0,7.0,0.4375
15864,15864,0,3,7,0,0,1,1,0,4,4,1,1,1,2,3,1,1,28,1,7.0,0.4375
15865,15865,0,4,6,0,1,0,0,0,0,5,2,1,1,3,1,0,4,24,0,5.0,0.3125
15866,15866,0,3,2,0,0,0,1,0,5,2,1,0,1,1,4,0,2,19,0,4.0,0.25
15867,15867,0,2,6,1,0,0,1,0,0,5,1,0,1,4,2,1,4,28,0,6.0,0.375
15868,15868,0,4,6,0,0,1,1,0,4,0,1,0,0,2,2,0,1,18,0,4.0,0.25
15869,15869,0,3,6,0,0,0,0,0,1,4,1,1,1,4,4,1,5,20,0,5.0,0.3125
15870,15870,0,2,7,0,1,0,1,0,5,5,0,1,1,3,4,1,5,22,0,9.0,0.5625
15871,15871,1,3,3,0,0,0,1,0,1,0,1,0,1,4,2,1,5,21,0,6.0,0.375
15872,15872,0,2,3,0,1,0,1,0,4,2,1,1,1,2,4,0,3,1,1,7.0,0.4375
15873,15873,1,3,6,0,1,0,1,1,2,4,2,1,1,2,4,0,4,12,0,9.0,0.5625
15874,15874,1,2,2,0,1,0,1,0,1,4,2,1,1,3,3,1,5,18,0,8.0,0.5
15875,15875,0,3,6,0,0,0,1,0,4,1,2,1,1,3,4,1,2,2,0,7.0,0.4375
15876,15876,1,1,2,1,0,0,0,0,2,5,0,1,0,1,3,1,3,16,1,6.0,0.375
15877,15877,0,2,7,1,0,0,1,0,5,1,1,0,1,4,2,1,4,9,1,5.0,0.3125
15878,15878,0,3,1,0,1,1,1,0,0,5,2,1,0,2,3,0,2,27,0,8.0,0.5
15879,15879,1,1,5,0,0,0,1,0,1,5,2,1,0,3,3,1,4,17,0,7.0,0.4375
15880,15880,1,1,1,0,0,0,0,0,4,0,2,1,1,1,1,1,1,26,0,7.0,0.4375
15881,15881,0,4,3,0,0,0,1,0,3,4,2,1,1,3,1,1,5,4,0,5.0,0.3125
15882,15882,0,4,3,0,0,0,1,0,0,3,0,0,0,2,4,1,1,29,1,6.0,0.375
15883,15883,0,4,7,0,0,0,1,1,0,3,1,1,1,2,2,1,3,33,1,7.0,0.4375
15884,15884,0,2,6,0,1,1,1,0,2,0,0,0,1,2,1,1,4,18,0,9.0,0.5625
15885,15885,0,2,6,1,0,0,0,0,5,0,1,0,1,4,4,1,4,1,1,6.0,0.375
15886,15886,1,3,2,0,0,0,1,0,2,3,1,1,0,1,4,1,3,1,1,6.0,0.375
15887,15887,0,3,1,1,0,0,1,0,1,4,1,1,1,2,1,1,4,1,1,8.0,0.5
15888,15888,0,2,2,0,0,0,0,0,4,3,2,0,1,2,2,1,1,22,1,4.0,0.25
15889,15889,0,3,3,1,1,0,1,0,1,4,2,0,1,3,1,0,1,20,0,6.0,0.375
15890,15890,1,2,7,0,0,0,1,0,2,3,2,0,1,2,4,1,2,4,0,7.0,0.4375
15891,15891,0,2,5,0,1,0,1,0,0,3,2,0,1,4,4,1,5,30,0,8.0,0.5
15892,15892,0,4,7,1,0,0,0,0,2,4,0,0,1,1,3,1,3,7,0,4.0,0.25
15893,15893,1,2,3,0,0,1,1,0,5,4,0,1,1,1,4,0,3,19,1,8.0,0.5
15894,15894,0,3,2,0,0,0,1,0,2,3,0,0,1,4,2,1,4,27,0,5.0,0.3125
15895,15895,0,3,7,0,0,0,0,1,2,1,2,1,1,2,1,1,3,32,0,6.0,0.375
15896,15896,1,2,3,0,0,0,1,1,5,3,2,1,1,1,2,0,1,25,0,6.0,0.375
15897,15897,0,4,2,0,0,1,1,0,0,5,1,1,1,1,1,1,5,31,0,6.0,0.375
15898,15898,0,4,4,0,0,0,1,1,3,5,1,0,1,1,1,1,1,22,1,4.0,0.25
15899,15899,0,1,5,0,0,0,0,0,1,1,2,0,1,1,4,0,1,4,0,4.0,0.25
15900,15900,0,3,5,0,0,0,0,0,2,5,1,1,1,3,1,1,1,7,0,6.0,0.375
15901,15901,0,3,3,0,0,0,0,0,1,5,1,1,1,4,4,1,1,12,0,5.0,0.3125
15902,15902,0,2,5,0,0,0,1,0,1,2,2,1,1,3,1,1,2,33,0,7.0,0.4375
15903,15903,0,4,3,1,1,0,1,1,4,5,0,0,1,3,1,1,3,30,0,8.0,0.5
15904,15904,0,2,3,0,0,0,0,0,1,1,1,0,1,4,2,1,3,15,1,3.0,0.1875
15905,15905,0,1,2,1,0,0,0,0,5,2,1,0,1,1,3,1,5,3,0,4.0,0.25
15906,15906,0,2,7,0,0,0,1,1,5,2,0,0,1,4,2,0,5,11,0,5.0,0.3125
15907,15907,0,3,1,0,0,0,1,0,5,3,1,1,1,2,1,0,3,23,0,6.0,0.375
15908,15908,1,4,7,0,0,0,1,0,2,3,1,0,1,1,2,0,3,16,1,3.0,0.1875
15909,15909,0,2,2,0,1,0,0,0,0,1,0,1,1,4,1,1,3,15,0,7.0,0.4375
15910,15910,1,2,4,1,0,0,0,0,3,1,1,0,1,3,3,0,5,1,1,5.0,0.3125
15911,15911,0,2,1,0,0,0,1,0,1,4,0,0,0,1,3,1,5,28,1,5.0,0.3125
15912,15912,0,3,4,0,0,1,1,0,2,5,0,1,1,4,2,1,3,3,1,7.0,0.4375
15913,15913,0,4,1,0,0,0,0,0,2,1,0,1,1,1,3,1,2,29,0,5.0,0.3125
15914,15914,0,1,6,0,1,0,1,1,4,3,1,1,1,2,2,1,5,4,0,8.0,0.5
15915,15915,0,4,1,0,0,1,0,0,4,1,1,1,1,4,4,1,2,22,0,6.0,0.375
15916,15916,0,2,3,0,0,0,0,0,0,3,1,0,0,3,3,1,2,22,0,4.0,0.25
15917,15917,0,1,4,0,0,0,1,0,4,2,1,0,1,3,4,0,1,15,0,5.0,0.3125
15918,15918,0,2,7,0,0,0,0,0,4,1,1,1,0,4,3,1,2,25,0,3.0,0.1875
15919,15919,1,3,6,0,0,0,1,0,5,1,2,1,0,2,1,0,1,30,0,5.0,0.3125
15920,15920,0,3,3,0,0,0,1,0,5,5,2,1,1,4,1,1,3,9,0,5.0,0.3125
15921,15921,0,2,3,0,1,0,0,0,4,1,2,0,1,3,2,1,4,26,1,5.0,0.3125
15922,15922,0,2,4,0,0,1,1,1,1,1,0,1,1,3,4,1,4,28,0,10.0,0.625
15923,15923,1,3,4,0,0,0,1,0,2,2,1,0,1,4,3,1,2,13,1,5.0,0.3125
15924,15924,0,4,3,1,0,0,0,0,1,0,2,0,1,3,3,1,3,18,1,5.0,0.3125
15925,15925,1,4,2,1,1,0,1,0,5,4,0,1,1,2,4,1,2,33,1,10.0,0.625
15926,15926,0,3,4,1,0,0,1,0,2,1,0,0,1,2,1,1,4,33,0,7.0,0.4375
15927,15927,0,1,7,0,1,0,1,0,0,4,0,1,1,4,3,1,4,22,0,8.0,0.5
15928,15928,0,1,4,0,0,0,1,0,3,3,2,1,0,4,3,0,2,19,0,3.0,0.1875
15929,15929,0,4,6,0,0,0,0,0,2,2,1,0,1,3,2,0,1,9,1,2.0,0.125
15930,15930,0,4,7,1,1,0,1,0,0,3,1,1,1,3,3,1,5,1,1,8.0,0.5
15931,15931,0,3,3,0,0,0,1,0,3,2,1,0,1,3,3,1,3,6,0,5.0,0.3125
15932,15932,0,1,7,0,0,0,1,0,3,3,1,1,1,3,1,1,3,13,1,6.0,0.375
15933,15933,0,3,1,0,0,0,1,0,5,0,2,1,1,4,3,1,1,33,1,7.0,0.4375
15934,15934,1,2,7,1,1,1,1,0,3,5,1,0,1,2,1,0,4,28,0,8.0,0.5
15935,15935,0,2,7,1,0,1,1,0,2,0,1,0,1,2,1,1,2,18,1,8.0,0.5
15936,15936,0,4,5,0,0,1,1,0,3,0,1,1,0,4,4,0,2,25,0,6.0,0.375
15937,15937,0,2,6,0,0,0,0,0,5,4,2,1,1,4,4,1,1,10,0,5.0,0.3125
15938,15938,0,1,5,1,1,0,1,0,4,5,2,1,0,3,1,0,1,7,0,7.0,0.4375
15939,15939,0,4,4,1,1,0,1,0,5,0,1,1,1,2,1,1,5,1,0,8.0,0.5
15940,15940,0,3,6,0,1,1,1,0,1,4,1,1,1,3,2,0,2,23,0,7.0,0.4375
15941,15941,0,4,5,0,0,0,1,0,0,4,1,1,1,1,1,1,5,10,0,6.0,0.375
15942,15942,0,2,3,1,0,0,1,0,4,3,2,0,1,4,3,1,5,23,1,5.0,0.3125
15943,15943,0,1,2,0,0,0,1,0,4,1,2,1,1,1,4,1,1,7,0,6.0,0.375
15944,15944,0,1,7,0,1,0,1,0,1,1,0,0,1,1,1,0,3,21,0,5.0,0.3125
15945,15945,0,2,7,0,1,1,1,0,5,3,1,0,1,2,4,1,3,2,0,8.0,0.5
15946,15946,0,1,6,0,0,0,1,0,2,2,1,0,1,2,2,1,2,32,1,5.0,0.3125
15947,15947,0,3,2,0,0,0,0,1,5,0,1,0,1,1,4,1,3,32,1,6.0,0.375
15948,15948,0,2,3,0,0,1,0,1,2,1,0,1,1,2,3,0,2,17,1,7.0,0.4375
15949,15949,0,2,6,0,0,0,0,0,4,5,2,0,1,2,4,1,3,19,0,5.0,0.3125
15950,15950,0,1,7,0,0,1,1,0,1,2,2,1,0,1,3,1,1,27,0,5.0,0.3125
15951,15951,1,1,5,1,0,0,1,1,5,4,2,0,0,4,3,1,2,12,1,7.0,0.4375
15952,15952,0,1,3,1,0,0,1,1,0,2,1,1,1,1,3,0,3,23,0,7.0,0.4375
15953,15953,0,3,7,0,0,0,0,0,1,1,2,1,1,3,2,0,4,25,1,4.0,0.25
15954,15954,0,4,7,1,0,0,1,0,5,4,2,1,1,1,3,1,2,23,0,5.0,0.3125
15955,15955,0,2,7,0,0,1,0,1,1,3,1,0,1,2,2,1,5,4,1,6.0,0.375
15956,15956,0,2,7,1,0,0,1,1,4,3,2,1,1,4,1,1,4,28,0,7.0,0.4375
15957,15957,1,2,7,0,0,0,0,0,3,4,2,0,1,3,4,1,4,32,0,6.0,0.375
15958,15958,0,3,4,0,0,0,0,1,1,3,0,1,1,1,4,1,3,5,0,7.0,0.4375
15959,15959,0,4,6,0,0,0,0,0,2,5,1,1,1,4,3,1,3,19,0,3.0,0.1875
15960,15960,0,2,7,0,0,1,1,0,4,3,0,0,1,1,1,1,4,27,0,6.0,0.375
15961,15961,0,4,2,0,0,0,0,1,0,2,1,1,1,4,3,0,3,24,1,4.0,0.25
15962,15962,0,3,6,0,0,0,0,1,1,3,2,0,1,2,2,1,3,18,0,5.0,0.3125
15963,15963,0,1,5,0,0,0,1,0,3,3,1,0,1,2,4,1,4,27,1,7.0,0.4375
15964,15964,0,1,2,0,1,0,1,1,0,4,1,0,1,4,3,1,5,5,1,7.0,0.4375
15965,15965,0,3,5,0,1,0,0,0,5,2,1,1,1,3,1,1,2,17,1,7.0,0.4375
15966,15966,0,3,5,1,0,0,0,0,3,1,2,1,1,3,2,0,1,30,0,6.0,0.375
15967,15967,0,3,3,0,0,1,0,0,4,3,1,0,1,3,4,1,2,11,0,6.0,0.375
15968,15968,1,3,6,0,0,0,1,1,5,5,1,0,1,2,2,1,4,22,1,7.0,0.4375
15969,15969,0,4,4,0,0,1,0,0,0,0,2,0,1,2,4,1,4,7,0,7.0,0.4375
15970,15970,0,3,7,1,0,0,1,0,4,1,1,0,0,3,1,0,1,3,0,4.0,0.25
15971,15971,0,1,6,1,0,1,1,0,4,1,2,0,1,4,4,1,4,32,0,7.0,0.4375
15972,15972,0,4,1,1,0,0,1,0,5,1,1,1,1,2,1,0,3,16,1,6.0,0.375
15973,15973,0,3,6,0,1,0,0,0,0,3,0,0,1,1,1,1,1,25,1,6.0,0.375
15974,15974,0,4,1,0,0,0,0,0,5,5,1,1,1,1,4,1,5,14,0,5.0,0.3125
15975,15975,0,1,7,0,0,0,1,0,4,1,2,0,0,2,2,1,2,9,0,4.0,0.25
15976,15976,1,4,2,1,0,1,1,1,0,4,1,0,1,3,3,1,4,5,1,9.0,0.5625
15977,15977,0,4,6,0,1,1,1,0,0,4,2,0,1,4,1,1,4,30,0,6.0,0.375
15978,15978,0,1,7,0,1,0,1,0,3,5,0,0,0,4,4,0,3,24,0,5.0,0.3125
15979,15979,0,1,3,0,0,0,1,0,5,5,2,0,1,4,4,1,5,25,0,5.0,0.3125
15980,15980,1,1,5,0,1,1,0,1,5,2,1,0,0,4,4,1,2,14,0,8.0,0.5
15981,15981,0,1,7,0,0,1,0,1,3,3,2,1,1,4,3,0,3,21,1,5.0,0.3125
15982,15982,0,3,2,0,0,0,0,0,4,4,0,1,0,3,4,1,1,18,1,6.0,0.375
15983,15983,0,4,1,1,0,1,1,0,0,4,1,0,1,4,2,1,5,10,0,7.0,0.4375
15984,15984,0,3,5,0,0,0,1,0,0,2,2,0,1,4,3,1,4,17,1,6.0,0.375
