,Unnamed: 0,Gender,Age,Orphan,state,PinCode,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,out_of_school_child,dropout_student,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label,prediction
849,849,0,17,0,7,660172,1,4,7,0,0,0,1,0,0,2,2,0,1,1,1,3,4,3,0,2,0,1,3,0
850,850,0,20,0,7,453926,0,2,2,1,0,0,0,0,1,1,5,1,1,1,0,3,5,1,0,3,0,1,8,1
851,851,0,16,1,31,656851,1,2,3,1,1,1,1,1,1,1,5,1,0,1,0,3,1,1,1,4,0,1,9,1
852,852,0,21,0,33,560092,1,1,5,0,0,0,1,1,0,2,3,1,0,1,2,2,4,5,0,1,0,1,4,0
853,853,0,18,0,33,150396,0,4,1,1,0,0,1,1,1,0,0,0,1,0,0,2,5,4,0,2,0,1,9,1
854,854,0,16,0,16,946000,1,4,4,1,1,0,0,1,0,2,2,0,1,0,1,2,5,4,0,1,0,0,4,0
855,855,0,14,0,5,579107,1,3,5,0,1,1,1,0,1,0,1,1,1,1,0,3,2,5,0,3,1,0,12,1
856,856,1,14,0,19,645400,1,3,7,1,0,1,0,1,0,0,4,0,0,1,1,2,2,2,0,1,1,0,6,0
857,857,1,18,0,16,926751,0,3,2,1,0,0,1,0,0,2,0,1,1,0,1,3,2,2,0,4,0,0,5,0
858,858,1,19,0,20,869598,1,2,6,0,0,1,1,1,1,1,0,0,1,1,0,3,2,5,1,3,0,1,8,1
859,859,0,18,0,19,479415,0,3,7,0,0,1,0,1,1,1,3,1,1,1,0,3,4,3,1,2,1,1,9,1
860,860,0,16,0,22,647604,1,1,7,0,0,1,0,1,0,4,0,0,0,0,1,3,3,1,1,2,0,0,4,0
861,861,0,15,0,15,983801,1,2,2,0,0,1,1,0,0,4,2,0,0,0,0,3,1,4,0,3,1,1,6,0
862,862,0,19,0,26,495781,0,2,2,0,1,1,1,1,0,3,2,1,0,0,2,2,2,5,0,2,0,0,5,0
863,863,0,15,1,13,610185,0,4,1,1,0,1,0,1,0,5,2,0,0,0,1,3,4,3,0,3,0,1,5,0
864,864,1,16,0,33,250642,0,4,5,1,0,1,0,1,0,1,3,0,0,0,0,3,5,4,1,3,0,0,6,0
865,865,1,21,0,25,578161,0,4,7,1,0,1,0,0,0,2,5,0,0,0,0,2,4,1,0,2,1,0,5,0
866,866,0,14,0,28,668058,0,3,6,0,0,0,0,1,1,1,4,1,1,1,0,2,3,4,0,4,1,0,8,1
867,867,1,18,0,16,661077,0,4,7,1,0,1,0,1,0,1,0,0,1,0,0,3,3,1,0,4,0,0,5,0
868,868,0,19,0,32,575732,0,2,7,1,0,0,1,0,0,5,1,1,0,0,0,3,4,3,0,3,0,0,5,0
869,869,0,15,0,2,921491,0,2,1,1,1,1,0,0,1,3,1,0,0,1,1,3,4,5,0,1,1,1,8,1
870,870,1,17,0,25,229628,1,4,2,1,1,0,0,1,1,2,1,1,1,1,0,3,4,4,0,4,0,1,8,1
871,871,0,15,0,22,390449,0,4,1,1,1,0,1,0,0,3,3,0,0,0,1,3,1,3,1,3,1,1,5,0
872,872,1,18,0,2,493481,1,1,4,0,1,0,0,1,0,3,4,0,1,1,2,2,2,3,1,2,1,0,6,0
873,873,0,15,0,29,113743,0,3,6,0,0,0,0,0,0,4,2,0,0,1,0,3,4,5,0,4,0,0,3,0
874,874,1,14,0,33,527545,1,2,7,1,1,0,1,0,0,2,3,0,1,0,2,3,4,5,0,1,0,0,4,0
875,875,1,17,1,26,743822,1,2,1,1,1,1,0,1,1,3,2,1,1,0,2,2,3,4,1,2,1,1,12,1
876,876,0,17,0,6,179502,0,3,1,1,0,0,0,0,0,1,2,1,0,1,2,2,4,5,1,2,0,1,6,0
877,877,0,18,0,8,588193,1,1,6,0,0,1,1,1,0,5,0,0,0,0,0,3,3,3,0,4,1,0,5,0
878,878,0,18,0,5,794203,1,4,4,1,0,0,0,0,0,3,4,0,1,0,0,3,3,3,0,3,1,0,5,0
879,879,0,20,1,13,568131,0,4,3,0,1,1,1,1,0,5,0,0,0,0,2,3,4,1,0,3,1,1,6,0
880,880,1,21,1,16,735186,1,4,2,0,0,0,1,0,0,0,2,1,0,0,2,2,1,2,1,4,1,0,4,0
881,881,0,21,0,8,410054,0,3,4,1,1,0,0,1,0,3,1,0,1,0,1,3,2,3,0,4,0,1,4,0
882,882,1,16,1,3,700440,0,3,1,1,1,1,1,0,1,2,1,1,1,0,1,2,5,4,1,3,0,0,11,1
883,883,1,14,1,22,781347,0,4,2,1,1,0,1,0,0,5,0,1,0,1,1,2,3,1,1,2,0,0,7,0
884,884,0,20,1,30,425298,0,1,1,1,0,0,0,0,0,0,4,1,0,1,1,3,1,3,1,1,0,1,7,0
885,885,0,14,0,16,424177,1,1,3,0,0,0,0,0,0,0,1,1,1,1,2,3,3,2,1,4,0,0,5,0
886,886,0,19,0,8,674016,0,3,4,1,1,0,1,0,0,1,3,0,0,0,2,3,5,4,0,3,1,1,6,0
887,887,1,17,1,17,857995,1,4,2,0,0,1,1,1,0,2,5,0,1,0,0,3,2,4,1,1,1,1,6,0
888,888,0,18,0,5,730790,1,1,3,1,1,0,1,0,0,1,4,1,1,0,2,3,4,2,1,4,1,1,6,0
889,889,0,14,0,29,928698,1,1,1,1,1,0,1,1,1,0,5,0,1,1,0,3,4,5,1,3,1,1,11,1
890,890,1,20,1,24,904523,1,4,4,0,0,1,0,0,0,0,5,1,1,1,2,2,5,3,1,4,1,1,7,0
891,891,0,14,0,5,408565,1,4,5,0,0,1,1,0,0,4,1,1,1,0,1,2,1,5,0,4,1,1,5,0
892,892,0,21,0,32,978555,0,4,3,1,0,0,1,0,0,2,1,0,1,1,2,3,5,1,0,2,0,1,4,0
893,893,1,19,0,21,371856,1,1,7,1,1,0,0,1,1,0,1,1,0,0,1,2,2,2,0,3,1,0,8,1
894,894,0,18,0,11,977452,0,4,2,1,1,1,1,0,1,5,0,0,1,1,1,2,1,1,0,2,0,1,8,1
895,895,1,14,1,3,131707,0,3,1,1,0,0,1,1,0,0,1,1,1,0,1,3,3,2,0,4,0,0,7,0
896,896,1,14,0,24,567697,0,1,7,1,0,0,0,1,0,5,3,1,0,0,2,3,4,4,1,4,1,1,5,0
897,897,0,21,0,17,528391,0,4,3,0,1,0,0,1,0,5,4,1,0,1,1,2,3,5,0,2,1,1,5,0
898,898,0,18,1,17,907410,1,3,6,0,0,1,1,1,0,1,1,0,1,0,0,3,3,5,0,3,1,0,7,0
899,899,0,15,1,33,835652,1,4,3,1,0,1,1,1,0,2,1,0,1,1,0,3,5,5,1,1,0,1,6,0
900,900,1,14,1,3,541910,1,3,3,1,0,1,1,1,1,2,0,1,0,0,0,3,1,4,0,4,1,0,10,1
901,901,1,17,0,19,598894,1,1,3,0,1,1,1,0,0,4,5,0,0,0,2,3,2,2,1,3,1,1,5,0
902,902,0,17,0,14,973288,0,1,6,0,0,0,1,0,0,3,2,0,1,0,0,2,5,1,0,4,1,0,4,0
903,903,0,16,0,2,781689,0,4,6,0,0,0,0,0,0,1,4,0,0,0,0,3,1,2,0,2,1,1,3,0
904,904,1,17,0,31,126465,0,4,4,0,0,1,1,0,0,4,4,0,1,1,1,3,1,4,0,3,0,1,5,0
905,905,1,20,0,22,468046,0,1,7,1,1,1,1,1,1,5,3,0,0,1,1,3,1,4,0,2,0,1,8,1
906,906,1,14,0,17,196565,0,2,3,1,1,1,1,0,1,2,2,1,1,1,0,2,4,4,1,3,1,1,12,1
907,907,0,19,0,30,964531,0,4,3,0,1,1,1,1,0,3,1,0,1,0,2,3,2,4,1,3,1,1,6,0
908,908,1,14,0,6,189498,0,4,7,1,1,1,1,1,1,3,3,1,0,0,0,3,2,4,1,1,1,0,8,1
909,909,0,16,0,33,289082,1,2,4,0,1,1,0,0,0,4,1,1,1,1,1,3,2,2,1,1,0,1,6,0
910,910,1,16,1,31,658940,1,4,5,1,0,0,1,1,0,5,3,0,1,1,1,2,5,3,0,2,1,1,7,0
911,911,1,18,0,23,667499,0,3,4,1,0,1,1,1,0,1,2,0,1,1,2,2,1,4,0,1,0,1,6,0
912,912,0,14,1,14,178371,1,3,7,1,1,1,1,0,1,1,4,0,1,1,0,2,1,5,0,3,0,0,10,1
913,913,1,14,0,21,521026,0,3,3,1,0,1,0,0,0,1,3,0,1,1,0,3,3,3,1,4,0,0,6,0
914,914,1,18,0,19,682773,0,2,1,0,1,0,0,1,0,3,2,1,0,0,1,3,4,3,0,2,1,1,6,0
915,915,1,15,0,20,381286,1,4,1,0,1,0,1,1,0,3,3,0,0,0,2,3,5,2,1,4,0,0,2,0
916,916,0,21,1,33,367538,1,1,1,1,0,0,0,1,1,5,0,1,0,1,1,2,1,3,1,3,1,0,10,1
917,917,1,16,1,28,643338,1,3,1,0,0,0,1,0,0,1,3,1,1,0,1,2,1,1,1,1,1,0,6,0
918,918,1,15,0,16,197261,0,2,1,1,1,0,0,1,1,5,4,0,1,0,1,2,2,5,0,2,1,0,8,1
919,919,0,19,0,18,620425,0,4,5,0,0,0,1,1,0,4,5,0,0,0,2,3,3,5,1,4,0,0,1,0
920,920,1,15,0,28,345439,0,3,1,0,1,0,0,1,0,2,2,0,1,0,0,2,4,1,0,3,0,0,6,0
921,921,1,20,0,8,676254,1,1,4,0,1,1,0,0,0,4,2,0,1,0,0,2,4,5,1,1,1,0,6,0
922,922,0,17,0,25,607235,1,1,1,0,1,1,0,0,1,3,2,1,1,0,2,3,4,1,1,4,1,0,8,1
923,923,0,20,0,17,866856,0,1,4,1,0,1,0,1,0,5,4,0,0,1,1,2,3,5,1,2,1,0,6,0
924,924,0,17,1,4,231341,0,4,2,1,1,1,1,0,0,2,5,0,0,1,2,2,5,2,0,1,0,0,5,0
925,925,1,20,0,23,677630,1,3,5,0,1,0,0,1,0,3,4,1,0,0,2,2,4,4,1,4,1,0,6,0
926,926,1,16,0,20,503130,0,4,5,0,0,0,0,1,0,2,3,1,1,1,0,3,1,2,1,1,0,1,5,0
927,927,0,14,0,28,593095,1,1,3,0,1,0,1,1,0,3,5,0,0,1,1,3,3,4,0,3,1,1,6,0
928,928,0,14,0,22,926411,0,2,7,1,1,1,1,0,1,0,2,1,0,1,2,2,5,5,1,2,1,0,10,1
929,929,0,16,1,19,679656,0,3,2,0,1,1,1,1,1,1,0,1,1,0,1,3,2,5,1,2,0,0,9,1
930,930,0,20,0,1,933523,1,2,2,0,1,0,0,0,0,1,0,0,0,0,2,3,4,5,0,4,1,1,4,0
931,931,0,20,0,19,957268,0,1,7,1,0,1,0,1,1,0,2,0,1,1,2,2,1,2,0,1,1,0,8,1
932,932,0,19,1,7,211107,1,4,2,1,0,1,0,1,0,3,3,0,0,0,1,3,1,1,0,4,0,0,3,0
933,933,1,14,0,4,404640,0,1,3,0,1,0,0,1,0,3,4,0,0,1,0,3,2,2,0,4,1,0,5,0
934,934,1,20,0,4,594419,0,3,2,1,0,0,0,0,1,2,1,1,1,1,0,2,4,5,0,1,1,1,8,1
935,935,1,20,0,7,429802,1,2,2,0,1,1,1,1,1,4,0,0,1,0,2,2,4,4,1,3,1,0,9,1
936,936,0,18,0,5,703239,0,3,2,1,1,1,0,1,1,5,0,1,1,0,1,2,2,1,1,1,0,0,8,1
937,937,1,16,0,31,558301,1,1,6,0,0,0,1,0,0,4,3,0,0,1,0,2,5,1,0,1,0,1,3,0
938,938,0,16,0,30,394534,0,2,4,1,0,1,1,0,0,5,2,0,1,0,2,3,4,5,1,4,1,1,5,0
939,939,0,20,1,17,529090,1,3,1,1,1,1,0,0,1,2,3,1,1,1,0,3,4,1,0,3,0,0,12,1
940,940,1,19,0,7,921092,0,4,5,1,1,0,0,0,1,1,0,1,0,1,2,3,1,4,0,2,0,1,9,1
941,941,0,14,0,26,430410,0,2,1,0,0,1,0,1,1,2,5,1,0,0,0,3,2,4,1,2,0,1,8,1
942,942,1,14,0,1,877475,1,3,3,1,1,1,1,1,1,2,3,1,0,0,0,2,3,2,1,1,1,0,8,1
943,943,0,16,1,21,122127,0,4,7,1,1,0,0,1,0,2,3,1,1,1,2,3,2,2,0,3,0,1,7,0
944,944,0,18,0,9,842683,0,2,6,1,0,1,0,0,1,2,3,1,1,1,0,2,1,1,1,3,1,0,10,1
945,945,1,15,0,31,158480,1,1,7,0,0,1,1,0,0,2,1,0,0,0,1,2,3,4,0,2,1,0,5,0
946,946,0,14,1,28,920148,0,1,1,1,0,1,0,0,1,5,5,1,1,0,0,3,1,3,1,2,0,1,10,1
947,947,0,17,0,9,608034,1,1,3,1,1,1,0,1,1,1,5,0,1,1,0,3,2,2,1,2,0,1,9,1
948,948,0,15,1,15,637842,0,3,4,1,0,0,0,1,0,2,3,1,0,1,1,3,2,4,0,1,1,0,7,0
949,949,1,19,1,27,552780,1,3,1,1,1,1,1,1,1,4,5,1,0,1,1,2,2,5,0,4,0,1,9,1
950,950,0,14,0,33,426145,1,4,7,0,1,1,0,0,0,0,2,1,1,0,2,2,2,1,1,2,0,0,6,0
951,951,1,14,0,29,858888,1,3,3,1,0,1,1,1,0,4,0,0,0,0,2,2,1,5,0,1,1,0,5,0
952,952,0,19,0,16,340931,1,3,5,0,1,0,0,0,1,1,1,1,1,0,2,3,4,4,1,2,0,0,8,1
953,953,1,16,0,16,395644,1,2,7,1,0,0,1,0,0,2,3,0,1,1,2,2,1,2,0,2,1,0,6,0
954,954,1,16,0,6,949048,0,3,7,1,0,0,0,0,0,5,1,1,0,1,0,3,5,2,1,3,0,1,6,0
955,955,1,17,0,25,709729,1,4,6,1,0,0,0,1,0,3,0,0,0,1,0,2,1,3,1,3,0,1,5,0
956,956,0,15,0,1,906511,0,2,7,0,1,1,0,0,0,5,1,1,0,1,2,3,2,1,0,1,1,1,6,0
957,957,1,16,0,33,170642,0,3,3,0,1,0,0,1,0,1,1,0,1,0,1,3,2,3,1,1,1,0,4,0
958,958,1,17,0,2,535601,0,3,7,1,0,0,0,1,0,3,5,0,0,0,2,2,5,3,0,1,0,1,2,0
959,959,1,16,1,20,401663,1,3,7,0,1,0,1,0,0,0,2,0,1,1,2,3,2,3,1,4,0,0,6,0
960,960,1,19,0,24,681388,0,1,6,0,0,1,0,0,0,5,1,1,0,1,1,2,3,2,0,1,0,0,4,0
961,961,0,21,0,21,247453,1,1,3,1,1,0,1,0,0,5,5,0,1,1,2,2,5,2,1,1,0,0,5,0
962,962,1,15,0,14,572630,1,3,2,1,0,0,0,1,0,1,2,0,0,1,2,3,4,2,0,2,1,0,5,0
963,963,1,15,0,22,688361,0,3,4,1,0,1,0,1,1,0,0,0,0,0,1,2,4,4,0,2,0,1,8,1
964,964,1,19,1,2,723203,0,1,2,0,1,0,0,1,0,5,4,0,0,1,0,3,3,1,1,2,0,0,6,0
965,965,0,20,0,1,868597,0,2,6,1,0,0,1,1,0,2,5,0,1,0,0,3,5,5,1,2,1,1,6,0
966,966,1,21,0,12,387752,1,4,2,0,1,1,0,1,0,3,4,1,1,1,2,3,5,2,1,3,0,0,6,0
967,967,0,16,1,3,539358,0,3,4,0,1,1,1,0,0,4,3,0,0,0,2,2,5,5,1,4,0,0,4,0
968,968,0,14,0,5,264640,1,4,2,0,0,1,1,1,1,5,2,1,1,1,0,2,2,5,1,3,1,1,8,1
969,969,0,18,1,6,632301,1,3,3,1,1,1,1,1,1,1,0,1,0,1,0,3,3,3,1,3,0,1,11,1
970,970,1,17,1,3,903355,0,4,7,1,0,0,0,0,0,0,5,0,1,1,0,3,5,1,0,4,1,0,7,0
971,971,0,14,1,22,957765,1,2,3,0,0,1,0,0,0,2,2,1,0,1,2,3,3,3,1,1,1,0,6,0
972,972,0,20,1,18,852335,1,4,5,0,1,0,1,1,0,1,3,1,0,0,1,2,4,2,1,2,0,1,5,0
973,973,0,16,0,33,208264,0,1,6,0,0,0,0,0,0,1,5,0,1,1,0,3,3,2,1,2,1,0,6,0
974,974,1,17,0,2,220634,0,1,4,0,1,1,0,1,0,1,4,1,0,0,2,3,1,2,1,3,0,1,5,0
975,975,0,19,0,20,153079,0,2,6,0,0,0,1,1,0,2,5,1,0,0,2,3,3,2,1,4,0,1,2,0
976,976,0,19,0,2,280767,0,1,3,0,0,0,0,0,0,1,5,1,0,1,2,3,2,3,0,1,0,1,3,0
977,977,0,20,0,8,760110,0,2,1,0,1,1,1,0,0,1,3,0,0,0,1,2,3,1,0,2,0,0,5,0
978,978,0,18,0,32,726581,0,2,4,0,0,1,1,1,0,4,2,1,1,0,1,2,2,3,0,3,0,0,5,0
979,979,1,16,0,20,505106,0,4,7,1,1,0,1,1,0,1,0,0,0,1,0,2,5,3,0,1,0,0,5,0
980,980,0,15,0,23,949183,0,4,3,1,0,0,1,1,0,2,1,0,0,0,1,2,4,5,0,1,0,0,1,0
981,981,0,20,0,28,646375,1,3,7,0,0,1,1,1,0,3,2,1,0,1,2,3,1,3,1,2,1,1,6,0
982,982,0,17,0,10,949658,1,3,5,1,0,1,0,1,1,1,5,0,0,1,0,3,2,2,0,2,0,1,8,1
983,983,1,21,1,30,978097,1,3,4,0,1,1,1,1,0,1,2,1,0,1,2,2,3,5,1,2,0,1,7,0
984,984,0,19,0,21,360768,1,3,1,0,1,1,1,1,1,3,1,0,1,1,1,2,3,3,1,2,1,0,9,1
985,985,1,15,0,32,319985,0,4,3,0,0,0,1,1,0,4,4,1,1,0,2,2,1,4,1,1,0,1,3,0
986,986,1,17,0,3,828227,1,1,3,0,0,1,1,0,0,4,0,1,0,0,2,2,3,3,0,4,1,0,5,0
987,987,1,14,0,28,339502,1,4,4,0,1,1,0,0,0,0,1,1,1,0,1,3,1,3,0,2,0,1,6,0
988,988,0,18,0,16,824416,1,3,1,0,0,0,1,1,0,2,4,0,0,1,0,2,2,1,0,2,1,0,6,0
989,989,1,19,0,33,833142,0,4,6,0,1,0,0,1,0,2,5,1,0,1,2,3,1,5,1,1,0,1,3,0
990,990,0,17,0,4,966444,0,1,6,1,0,1,1,1,1,2,4,1,1,0,0,2,3,4,0,2,0,1,9,1
991,991,0,19,0,8,927510,0,4,2,1,1,0,0,0,0,3,5,0,1,0,1,2,4,2,0,3,1,0,5,0
992,992,0,21,1,1,788390,0,4,5,1,1,1,0,0,1,5,0,0,0,0,2,3,1,1,1,2,1,1,9,1
993,993,0,19,0,13,647097,1,4,4,1,1,0,1,0,0,1,0,1,0,0,0,3,1,2,0,3,0,1,6,0
994,994,1,16,0,8,835078,0,3,4,0,1,0,0,0,0,4,5,1,1,0,2,3,5,2,0,4,1,1,5,0
995,995,1,18,0,29,684640,0,3,4,0,0,1,1,0,1,2,0,1,0,1,1,3,2,1,1,2,1,1,8,1
996,996,1,14,0,21,520736,0,3,6,1,0,0,1,0,1,0,4,0,0,1,0,3,5,4,0,4,1,1,8,1
997,997,1,19,1,14,766569,0,2,3,1,0,1,0,1,1,0,0,0,1,0,2,2,1,4,1,4,1,0,10,1
998,998,0,14,0,8,840918,1,2,2,1,0,0,0,0,0,2,4,1,1,0,0,3,3,3,0,4,0,0,5,0
999,999,1,17,0,5,731056,0,4,1,0,1,1,1,0,1,4,1,0,1,0,0,2,5,3,1,2,1,1,8,1
1000,1000,0,14,0,29,720243,1,4,6,1,1,0,0,0,1,4,3,1,1,1,0,2,2,1,0,3,1,0,9,1
1001,1001,0,20,0,29,900025,0,3,7,0,0,1,1,0,0,0,2,0,1,0,2,2,4,1,1,2,1,1,6,0
1002,1002,0,14,0,11,293427,1,3,2,1,0,0,0,1,0,4,2,1,0,0,2,2,2,2,1,2,1,1,5,0
1003,1003,0,16,0,21,891050,1,2,1,0,1,1,0,1,1,5,4,1,0,1,0,2,1,4,0,1,0,0,9,1
1004,1004,0,20,0,18,316231,1,4,3,1,0,1,0,0,0,4,1,1,0,0,0,2,4,3,1,1,0,1,4,0
1005,1005,1,20,0,14,945093,0,1,1,1,1,1,1,0,1,3,4,0,1,0,2,3,3,3,1,3,1,0,9,1
1006,1006,0,18,1,28,207915,1,4,4,0,1,1,1,0,1,4,0,0,1,1,2,2,1,4,1,3,0,1,9,1
1007,1007,0,13,0,13,975889,0,4,4,0,1,1,0,0,0,4,4,1,0,0,1,3,3,1,0,2,1,0,5,0
1008,1008,1,21,0,19,751027,1,4,4,1,1,0,1,1,0,3,1,0,1,0,2,2,3,1,1,4,0,0,3,0
1009,1009,0,15,0,33,613166,1,4,7,0,0,1,0,1,0,5,0,0,0,1,2,2,2,3,1,3,0,0,4,0
1010,1010,0,16,0,21,822856,0,3,4,0,0,0,0,0,0,3,1,1,0,1,2,2,5,1,1,4,1,0,4,0
1011,1011,1,19,0,15,599307,0,4,4,0,0,0,0,0,0,4,0,0,1,0,0,2,4,1,1,4,1,1,4,0
1012,1012,1,16,0,4,213462,1,1,7,1,1,1,0,0,1,0,5,1,0,1,0,3,3,4,0,2,1,0,12,1
1013,1013,1,18,0,13,772005,1,3,6,0,0,0,1,1,0,5,2,1,1,0,1,2,4,5,1,2,1,1,5,0
1014,1014,1,16,0,32,675122,0,4,3,0,0,0,1,1,0,2,4,0,0,0,2,2,3,3,0,3,0,0,1,0
1015,1015,1,19,0,9,636133,1,3,6,1,1,1,0,1,1,2,2,1,1,0,1,2,2,4,0,1,1,0,9,1
1016,1016,1,15,0,25,605121,1,4,7,1,0,1,1,0,0,5,3,0,0,1,2,3,5,1,0,2,1,0,5,0
1017,1017,1,18,0,16,655436,1,1,5,1,0,1,0,1,1,3,4,0,0,0,0,3,3,5,1,2,1,1,8,1
1018,1018,0,15,0,12,181966,1,3,3,0,1,0,1,1,1,5,0,0,1,1,0,2,2,1,0,3,1,0,9,1
1019,1019,1,20,0,8,907632,1,2,3,1,1,0,1,0,0,2,3,0,1,0,1,2,3,5,0,4,0,1,4,0
1020,1020,0,20,0,31,473296,1,1,7,0,0,0,0,1,0,2,0,0,1,0,2,3,2,2,1,3,1,1,5,0
1021,1021,1,17,0,33,798480,0,1,4,0,0,0,0,0,0,2,5,0,0,0,2,3,5,1,1,3,0,0,2,0
1022,1022,0,19,0,32,366907,0,4,2,0,1,0,0,0,0,2,2,1,1,0,0,3,4,5,0,4,0,0,4,0
1023,1023,0,20,0,8,400225,0,1,4,1,1,0,1,0,0,5,0,0,0,1,2,2,5,1,1,4,0,1,5,0
1024,1024,1,19,0,18,735765,0,2,5,1,1,1,0,0,1,1,0,1,0,1,0,2,4,4,1,2,0,0,12,1
1025,1025,1,19,0,14,182091,0,1,6,0,1,0,1,0,0,4,0,0,1,0,2,3,1,3,1,2,0,0,5,0
1026,1026,1,18,0,10,416194,0,2,7,0,0,0,0,1,0,2,5,1,0,0,2,3,4,4,0,1,0,0,3,0
1027,1027,1,21,0,17,964018,0,1,4,1,1,1,1,1,1,4,0,1,0,1,2,3,5,4,0,2,1,1,11,1
1028,1028,0,15,1,11,530320,0,3,2,1,0,1,0,0,1,4,0,1,0,1,1,2,2,1,1,2,0,0,9,1
1029,1029,0,17,0,26,280884,1,3,1,0,1,0,0,1,1,1,0,1,1,1,0,2,5,3,1,4,1,1,10,1
1030,1030,0,20,0,1,607539,0,2,7,0,0,0,1,0,0,3,0,0,1,0,2,2,4,2,1,2,0,0,4,0
1031,1031,0,16,0,31,993977,1,2,2,1,1,1,0,1,1,3,4,0,1,1,1,2,1,3,1,2,1,0,9,1
1032,1032,1,21,0,7,835337,0,1,4,1,0,1,0,1,0,5,2,0,0,0,0,3,4,3,1,4,0,0,4,0
1033,1033,1,17,0,15,722012,0,1,7,0,0,1,1,1,0,5,3,1,1,0,0,3,2,4,1,1,0,0,6,0
1034,1034,1,16,0,28,924512,0,1,6,1,0,1,1,0,1,4,2,1,1,1,2,2,4,1,1,1,1,0,8,1
1035,1035,0,16,0,18,736368,0,3,5,0,1,1,0,0,1,5,3,1,1,1,1,3,5,2,0,4,0,0,8,1
1036,1036,1,15,0,2,959947,0,2,2,0,0,0,0,1,0,2,0,0,1,1,1,3,1,4,1,3,0,0,6,0
1037,1037,1,14,0,30,416961,1,2,2,1,1,0,1,0,0,5,3,0,1,0,2,2,4,1,1,4,0,1,4,0
1038,1038,0,21,0,10,136139,1,3,7,0,1,0,0,0,0,3,0,0,0,1,2,3,3,1,0,4,1,0,5,0
1039,1039,0,21,0,21,252816,0,3,6,1,0,1,0,1,1,1,1,1,1,1,0,2,5,4,1,1,1,0,10,1
1040,1040,0,17,0,13,926829,1,4,1,1,1,0,1,1,1,2,5,1,1,1,0,3,3,1,1,2,0,0,9,1
1041,1041,0,20,0,10,320606,1,3,4,1,0,1,1,1,1,1,0,1,0,0,1,3,3,2,0,3,1,1,8,1
1042,1042,1,20,0,31,837392,0,1,2,1,0,0,0,0,1,3,2,1,0,1,0,2,4,2,1,2,1,1,8,1
1043,1043,0,16,0,14,491883,1,2,6,1,1,0,1,1,0,2,5,0,0,1,0,2,4,5,0,1,1,1,6,0
1044,1044,1,19,0,14,945145,1,1,2,1,0,1,1,0,1,3,4,1,1,1,2,2,2,4,0,1,1,0,9,1
1045,1045,0,14,0,19,736592,1,3,2,0,0,1,1,0,0,3,0,0,0,0,2,2,3,5,0,4,0,1,3,0
1046,1046,1,15,1,15,467956,1,1,5,0,1,1,0,0,1,4,5,1,1,1,0,3,4,1,0,4,1,1,11,1
1047,1047,0,16,1,25,918921,0,1,7,1,0,0,0,1,0,5,1,1,1,0,2,3,5,2,1,3,0,0,6,0
1048,1048,0,15,0,24,262254,1,2,3,0,0,0,0,1,0,4,3,0,1,0,1,3,4,4,0,2,1,1,5,0
1049,1049,1,17,0,14,880672,0,2,3,1,0,0,0,0,0,1,1,0,0,0,2,2,1,2,1,3,0,0,3,0
1050,1050,0,14,0,10,653925,0,3,2,1,1,1,0,0,1,0,5,1,1,0,1,2,3,4,1,3,1,0,11,1
1051,1051,0,13,0,24,183631,1,4,6,0,0,0,0,0,0,4,0,1,0,0,1,3,2,2,1,3,1,1,4,0
1052,1052,1,18,0,1,801817,1,1,1,1,1,0,0,0,1,2,2,1,1,0,2,3,1,2,1,4,1,1,8,1
1053,1053,0,14,0,18,345029,1,4,3,0,1,1,0,0,0,1,2,0,0,0,1,3,1,1,1,3,1,0,4,0
1054,1054,0,15,0,28,905432,1,1,5,0,0,0,1,1,0,1,5,0,0,0,1,3,3,1,1,1,1,1,3,0
1055,1055,1,15,1,18,472249,0,3,4,0,0,1,1,1,0,1,1,0,1,0,0,3,4,1,0,4,1,0,6,0
1056,1056,1,15,1,13,142532,0,3,7,1,0,0,1,1,0,1,1,0,0,0,0,3,2,4,0,2,0,1,6,0
1057,1057,0,21,0,18,510270,1,3,1,1,0,0,1,1,1,1,0,1,0,1,1,3,2,3,1,4,1,1,8,1
1058,1058,0,15,1,19,419375,0,4,5,1,1,0,1,0,1,5,0,0,0,0,0,2,4,4,0,3,0,1,9,1
1059,1059,1,18,1,21,386639,1,4,2,1,1,1,0,1,1,2,5,1,1,1,1,2,3,4,1,1,0,1,9,1
1060,1060,1,17,1,8,677410,1,1,4,1,0,1,1,0,1,1,0,1,0,1,1,3,5,3,0,3,1,0,10,1
1061,1061,0,18,0,22,827651,0,2,6,0,0,1,1,1,0,5,1,1,0,0,2,2,5,1,1,1,1,1,4,0
1062,1062,1,15,0,1,146988,1,3,6,1,1,0,0,1,1,0,4,1,1,1,0,2,2,3,1,1,0,0,9,1
1063,1063,0,18,0,5,304511,1,2,5,0,0,0,1,1,1,0,3,1,0,0,0,3,5,4,0,3,1,1,9,1
1064,1064,1,16,0,15,995687,1,1,6,1,1,1,1,0,0,3,2,1,0,0,1,3,4,2,0,4,0,1,5,0
1065,1065,1,20,0,22,686612,1,2,2,0,1,0,1,0,0,3,0,0,1,1,2,2,2,2,0,4,0,0,5,0
