orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory
0,3,3,0,0,0,1,0,2,1,2,1,0,3,3,1,1,24,0,5,0.3125,female,Patan,3-6 year,general
0,4,2,0,0,0,1,0,3,1,0,0,1,2,4,1,2,19,0,6,0.375,female,Bardoli,6-8 year,ews
0,4,4,0,0,1,1,0,1,5,0,0,1,3,3,1,4,20,1,6,0.375,male,Dahod,11-14 year,ews
1,4,6,0,1,0,1,0,3,5,0,1,0,1,4,0,1,32,1,6,0.375,male,Chhota_Udepur,3-6 year,ews
0,1,1,0,0,0,1,0,2,3,2,0,0,1,1,1,2,24,1,4,0.25,male,Patan,6-8 year,sc
0,2,2,0,0,0,1,0,1,3,2,0,1,4,3,1,4,9,1,4,0.25,male,Sabarkantha,11-14 year,st
0,4,7,0,0,0,1,1,5,3,2,1,0,2,3,0,2,6,0,4,0.25,female,Vadodara,6-8 year,ews
0,3,5,0,0,0,1,0,3,1,1,0,1,2,4,1,3,27,1,7,0.4375,male,Ahmedabad_East,8-11 year,general
0,2,3,0,0,1,0,0,1,0,0,1,0,3,1,1,4,32,1,7,0.4375,male,Chhota_Udepur,11-14 year,st
1,2,6,0,0,0,0,0,2,5,2,0,1,2,2,1,1,21,1,5,0.3125,male,Navsari,3-6 year,st
0,3,3,0,0,0,1,0,2,3,0,0,1,2,4,1,2,15,0,7,0.4375,female,Valsad,6-8 year,general
0,2,6,1,0,0,1,0,0,2,0,0,1,3,1,1,1,16,1,8,0.5,male,Bharuch,3-6 year,st
0,1,5,0,0,1,0,1,2,3,0,1,1,1,2,1,5,20,1,8,0.5,male,Dahod,14-18 year,sc
0,1,2,0,0,1,0,0,1,1,2,0,1,2,1,1,1,10,0,5,0.3125,female,Jamnagar,3-6 year,sc
0,4,1,1,0,0,1,1,5,5,2,0,1,3,1,1,5,31,0,7,0.4375,female,Botad,14-18 year,ews
1,2,5,0,0,0,1,1,3,0,2,1,1,3,1,1,1,23,1,10,0.625,male,Anand,3-6 year,st
1,4,5,0,1,0,1,0,2,5,2,1,0,1,4,1,4,7,1,7,0.4375,male,Kheda,11-14 year,ews
0,1,5,1,0,1,1,0,4,2,1,0,1,4,3,1,1,11,0,7,0.4375,female,Junagadh,3-6 year,sc
0,4,2,0,0,0,0,0,2,5,2,1,1,1,3,1,4,1,1,3,0.1875,male,Ahmedabad,11-14 year,ews
0,2,2,0,0,0,1,1,1,5,0,1,1,3,3,1,1,15,1,8,0.5,male,Valsad,3-6 year,st
0,3,3,0,1,0,0,0,1,2,2,0,1,1,3,1,5,19,1,4,0.25,male,Bardoli,14-18 year,general
1,1,5,0,0,0,1,0,4,5,1,1,1,2,2,1,1,3,1,8,0.5,male,Rajkot,3-6 year,sc
0,3,6,0,0,0,0,0,3,3,0,1,1,4,2,1,3,14,0,5,0.3125,female,Amreli,8-11 year,general
0,3,7,0,0,1,1,0,2,1,2,1,1,1,1,1,1,24,0,6,0.375,female,Patan,3-6 year,general
0,1,4,0,0,0,0,0,4,5,0,0,1,1,1,1,1,31,1,4,0.25,male,Botad,3-6 year,sc
0,3,6,0,0,0,1,0,2,5,1,1,1,3,3,1,3,11,0,6,0.375,female,Junagadh,8-11 year,general
0,4,6,1,0,0,0,0,0,3,0,0,1,4,2,0,2,17,0,4,0.25,female,Panchmahal,6-8 year,ews
0,2,7,0,0,0,1,1,2,1,0,0,1,4,4,1,2,4,0,7,0.4375,female,Bhavnagar,6-8 year,st
0,2,7,0,0,1,0,0,5,3,0,1,1,2,3,1,5,2,0,7,0.4375,female,Mehsana,14-18 year,st
0,1,3,1,1,0,1,0,4,5,0,0,1,2,4,1,2,1,1,9,0.5625,male,Ahmedabad,6-8 year,sc
0,2,4,0,1,0,1,0,5,5,0,1,1,4,3,0,5,13,1,6,0.375,male,Surendranagar,14-18 year,st
0,3,7,1,0,0,0,0,2,4,0,0,0,1,1,1,3,9,1,4,0.25,male,Sabarkantha,8-11 year,general
0,3,4,0,0,0,1,0,0,1,1,0,1,3,3,1,5,10,1,6,0.375,male,Jamnagar,14-18 year,general
0,2,6,0,0,0,0,0,4,1,0,1,0,3,3,1,5,2,1,5,0.3125,male,Mehsana,14-18 year,st
0,3,3,1,0,0,1,0,4,2,0,0,1,2,2,1,1,21,1,7,0.4375,male,Navsari,3-6 year,general
0,1,5,0,0,1,0,0,4,1,0,1,1,4,4,1,3,30,1,8,0.5,male,Veraval,8-11 year,sc
0,2,1,0,0,0,1,1,2,3,0,0,1,1,2,1,5,1,1,7,0.4375,male,Ahmedabad,14-18 year,st
0,3,4,0,0,0,1,1,0,4,2,0,1,3,4,1,4,4,0,8,0.5,female,Bhavnagar,11-14 year,general
0,4,5,1,0,0,0,0,3,1,2,1,1,4,2,1,3,17,0,5,0.3125,female,Panchmahal,8-11 year,ews
0,2,3,0,0,1,1,0,0,0,0,0,1,2,1,1,5,19,0,9,0.5625,female,Bardoli,14-18 year,st
0,2,1,0,1,0,1,0,3,3,0,1,1,2,4,1,5,9,0,10,0.625,female,Sabarkantha,14-18 year,st
0,1,4,1,0,0,0,0,1,0,0,1,1,1,4,1,4,10,0,8,0.5,female,Jamnagar,11-14 year,sc
0,2,1,0,0,0,1,0,4,3,1,0,1,4,1,1,2,27,0,5,0.3125,female,Ahmedabad_East,6-8 year,st
0,1,1,0,0,0,1,0,0,2,0,1,0,4,3,0,4,23,0,6,0.375,female,Anand,11-14 year,sc
0,1,1,0,0,0,0,0,0,5,0,0,0,4,1,1,1,28,1,5,0.3125,male,Aahwa,3-6 year,sc
0,2,1,0,1,0,1,0,2,2,1,0,1,4,2,1,4,28,0,6,0.375,female,Aahwa,11-14 year,st
0,4,6,0,1,0,0,0,1,1,2,0,1,2,1,1,3,19,0,4,0.25,female,Bardoli,8-11 year,ews
0,1,6,0,0,0,1,0,4,3,2,0,1,4,3,0,5,12,0,3,0.1875,female,Kutch,14-18 year,sc
0,3,3,0,0,0,1,0,1,4,0,0,0,1,3,0,5,3,1,3,0.1875,male,Rajkot,14-18 year,general
0,3,6,0,0,0,1,0,1,0,1,1,1,2,1,0,2,14,1,6,0.375,male,Amreli,6-8 year,general
1,1,4,0,1,0,1,0,3,4,1,1,0,1,1,1,3,18,1,6,0.375,male,Gandhinagar,8-11 year,sc
0,4,5,0,1,0,1,0,3,2,0,0,1,2,3,1,3,7,1,7,0.4375,male,Kheda,8-11 year,ews
1,2,6,0,0,0,1,0,0,4,0,0,1,2,4,0,2,28,0,8,0.5,female,Aahwa,6-8 year,st
0,2,7,0,1,0,1,0,0,1,0,0,1,4,2,1,3,21,0,7,0.4375,female,Navsari,8-11 year,st
0,3,2,1,0,0,1,1,1,0,0,1,1,3,1,1,5,23,0,10,0.625,female,Anand,14-18 year,general
0,3,6,0,0,0,1,0,5,3,0,1,1,3,3,1,3,20,0,7,0.4375,female,Dahod,8-11 year,general
0,1,2,0,0,1,1,1,5,3,0,0,1,3,4,1,2,20,1,9,0.5625,male,Dahod,6-8 year,sc
0,3,7,0,1,0,0,0,1,1,2,0,1,3,3,1,1,1,1,5,0.3125,male,Ahmedabad,3-6 year,general
0,1,1,0,0,1,1,0,2,3,1,1,1,4,3,0,1,19,1,6,0.375,male,Bardoli,3-6 year,sc
0,4,2,1,0,0,1,1,5,5,2,0,0,3,1,1,1,15,0,5,0.3125,female,Valsad,3-6 year,ews
0,1,2,0,1,0,1,0,2,1,2,1,1,1,3,1,5,29,0,6,0.375,female,Modasa,14-18 year,sc
0,4,3,0,1,0,1,0,1,4,0,0,0,3,1,1,4,15,0,5,0.3125,female,Valsad,11-14 year,ews
0,2,7,0,0,0,0,1,5,2,0,0,1,1,3,1,3,11,1,5,0.3125,male,Junagadh,8-11 year,st
0,1,7,0,0,0,0,0,3,4,2,1,1,3,2,1,1,17,0,5,0.3125,female,Panchmahal,3-6 year,sc
0,2,2,0,0,0,1,1,5,2,1,0,0,3,2,1,3,10,0,5,0.3125,female,Jamnagar,8-11 year,st
0,2,5,0,0,0,1,1,2,4,1,1,1,1,3,1,2,12,0,7,0.4375,female,Kutch,6-8 year,st
0,3,5,0,0,0,1,0,0,1,0,1,1,3,2,1,3,14,0,9,0.5625,female,Amreli,8-11 year,general
0,4,4,0,1,0,1,0,4,4,1,0,1,4,2,0,5,8,0,3,0.1875,female,Banaskantha,14-18 year,ews
0,4,5,1,1,1,1,0,3,3,2,1,1,2,2,1,2,33,0,9,0.5625,female,Lunavada,6-8 year,ews
1,4,1,0,0,0,1,0,1,4,2,0,1,3,1,1,1,3,1,6,0.375,male,Rajkot,3-6 year,ews
0,4,3,0,0,0,1,0,4,3,1,0,0,3,3,1,3,23,0,3,0.1875,female,Anand,8-11 year,ews
0,3,5,0,0,0,0,0,3,1,2,0,1,3,4,0,4,23,0,5,0.3125,female,Anand,11-14 year,general
1,1,2,0,0,0,1,0,5,0,0,1,0,3,3,1,1,28,1,8,0.5,male,Aahwa,3-6 year,sc
1,1,4,0,0,0,1,0,5,5,2,0,1,1,2,1,1,27,0,5,0.3125,female,Ahmedabad_East,3-6 year,sc
0,4,4,0,0,0,1,0,0,3,2,0,1,2,4,1,3,17,0,6,0.375,female,Panchmahal,8-11 year,ews
0,1,1,1,0,0,1,0,0,4,2,1,1,3,2,0,2,9,0,8,0.5,female,Sabarkantha,6-8 year,sc
0,3,3,1,0,0,1,0,5,3,0,0,1,3,4,1,5,29,0,8,0.5,female,Modasa,14-18 year,general
0,2,7,0,0,0,0,0,0,5,1,0,1,3,2,1,5,30,1,5,0.3125,male,Veraval,14-18 year,st
0,1,1,0,0,0,1,1,1,5,0,1,1,2,2,1,5,14,0,9,0.5625,female,Amreli,14-18 year,sc
0,4,6,0,0,0,1,0,2,4,2,0,1,3,4,1,4,3,1,5,0.3125,male,Rajkot,11-14 year,ews
0,1,3,1,0,0,1,0,3,5,2,1,0,4,4,1,1,26,1,6,0.375,male,Vyara,3-6 year,sc
1,3,1,0,0,0,0,0,0,4,0,0,1,3,4,1,2,26,1,9,0.5625,male,Vyara,6-8 year,general
0,3,2,0,0,0,1,0,4,2,1,0,1,3,4,1,4,20,0,6,0.375,female,Dahod,11-14 year,general
0,1,5,0,0,0,1,0,5,1,1,1,1,4,1,0,2,29,0,5,0.3125,female,Modasa,6-8 year,sc
1,3,3,0,0,1,1,0,5,0,1,1,1,2,3,0,4,30,1,8,0.5,male,Veraval,11-14 year,general
0,4,3,0,0,1,1,0,3,1,0,0,1,1,4,1,5,17,1,6,0.375,male,Panchmahal,14-18 year,ews
0,3,1,0,1,0,0,0,4,3,1,0,0,4,4,1,1,30,1,5,0.3125,male,Veraval,3-6 year,general
0,4,2,1,0,0,0,0,1,2,1,0,0,1,1,1,5,13,0,2,0.125,female,Surendranagar,14-18 year,ews
0,3,5,0,0,1,1,0,1,5,0,0,1,2,2,0,4,9,0,7,0.4375,female,Sabarkantha,11-14 year,general
0,1,6,0,1,0,1,0,2,4,2,0,1,2,2,0,2,10,0,5,0.3125,female,Jamnagar,6-8 year,sc
1,4,3,0,0,0,1,0,2,1,1,1,1,4,3,1,2,8,1,5,0.3125,male,Banaskantha,6-8 year,ews
0,3,2,1,0,0,1,0,2,4,2,0,1,3,4,1,4,1,1,7,0.4375,male,Ahmedabad,11-14 year,general
1,4,1,0,0,0,1,0,0,4,2,0,1,1,1,1,2,14,1,6,0.375,male,Amreli,6-8 year,ews
1,1,6,0,0,0,1,0,3,4,2,1,1,4,2,1,4,11,1,6,0.375,male,Junagadh,11-14 year,sc
1,2,1,0,0,0,0,0,0,1,1,0,1,1,2,1,4,14,0,6,0.375,female,Amreli,11-14 year,st
0,4,5,0,0,1,1,1,0,0,2,0,1,2,4,1,4,25,1,10,0.625,male,Porbander,11-14 year,ews
0,4,6,0,0,0,1,0,2,1,2,1,1,2,3,1,2,20,0,5,0.3125,female,Dahod,6-8 year,ews
0,2,1,0,0,0,1,0,1,4,0,0,1,4,4,1,5,2,0,7,0.4375,female,Mehsana,14-18 year,st
0,3,7,1,1,0,0,0,2,3,0,1,0,4,3,1,5,18,0,6,0.375,female,Gandhinagar,14-18 year,general
1,1,4,0,0,0,1,0,1,4,1,0,1,1,4,1,3,15,1,6,0.375,male,Valsad,8-11 year,sc
0,3,4,0,0,0,1,0,4,4,2,1,1,2,4,1,3,27,0,7,0.4375,female,Ahmedabad_East,8-11 year,general
1,3,3,1,0,0,1,0,3,0,2,1,1,2,2,1,2,2,1,9,0.5625,male,Mehsana,6-8 year,general
0,1,5,1,0,0,0,0,3,5,0,0,1,2,2,1,3,8,1,7,0.4375,male,Banaskantha,8-11 year,sc
0,2,1,0,0,0,1,1,1,3,0,1,1,4,2,0,4,17,1,7,0.4375,male,Panchmahal,11-14 year,st
0,4,7,0,0,0,1,0,5,2,0,1,1,4,2,1,3,6,0,5,0.3125,female,Vadodara,8-11 year,ews
0,1,5,0,0,1,1,0,3,4,2,0,1,2,2,1,1,33,1,7,0.4375,male,Lunavada,3-6 year,sc
0,3,3,0,0,0,1,0,2,2,1,0,1,4,3,0,4,24,0,3,0.1875,female,Patan,11-14 year,general
0,3,2,0,0,0,1,0,0,1,0,0,1,1,1,0,3,33,1,5,0.3125,male,Lunavada,8-11 year,general
0,1,3,0,1,0,1,0,5,0,1,0,1,3,1,0,5,30,1,6,0.375,male,Veraval,14-18 year,sc
0,1,7,0,0,1,1,0,3,1,1,1,1,4,1,1,1,21,1,6,0.375,male,Navsari,3-6 year,sc
0,4,3,0,0,0,1,0,4,1,1,0,1,2,4,1,4,27,1,5,0.3125,male,Ahmedabad_East,11-14 year,ews
0,1,3,0,0,0,0,0,3,2,0,1,1,3,4,0,1,6,0,6,0.375,female,Vadodara,3-6 year,sc
0,2,3,1,1,0,1,0,4,5,2,1,0,4,3,1,3,12,1,6,0.375,male,Kutch,8-11 year,st
1,4,5,0,0,0,1,1,5,1,2,1,1,2,1,1,2,26,0,8,0.5,female,Vyara,6-8 year,ews
0,1,5,0,1,0,0,0,1,5,1,1,1,4,2,1,5,22,0,6,0.375,female,Narmada,14-18 year,sc
0,2,5,0,0,0,0,1,4,3,2,1,1,3,1,1,2,30,1,7,0.4375,male,Veraval,6-8 year,st
0,4,4,1,0,0,1,0,0,5,0,1,1,4,2,1,5,13,1,7,0.4375,male,Surendranagar,14-18 year,ews
0,1,4,0,0,0,1,0,3,4,0,0,1,1,2,1,1,12,0,5,0.3125,female,Kutch,3-6 year,sc
0,1,3,0,1,0,1,0,1,3,2,0,1,1,2,1,5,9,1,5,0.3125,male,Sabarkantha,14-18 year,sc
0,1,1,0,1,1,0,1,1,5,1,1,1,1,3,1,3,29,0,8,0.5,female,Modasa,8-11 year,sc
1,1,7,1,0,0,0,1,3,2,1,1,1,2,3,1,2,13,0,8,0.5,female,Surendranagar,6-8 year,sc
1,1,1,0,0,1,1,0,2,3,0,1,1,2,4,1,3,23,0,11,0.6875,female,Anand,8-11 year,sc
0,3,1,1,0,0,1,0,3,2,1,0,1,4,2,1,2,7,1,6,0.375,male,Kheda,6-8 year,general
0,2,6,0,0,0,1,0,5,2,2,0,1,2,3,0,5,5,1,4,0.25,male,Surat,14-18 year,st
1,4,3,1,1,0,1,0,2,2,0,1,1,1,4,1,3,14,1,9,0.5625,male,Amreli,8-11 year,ews
0,3,3,1,0,1,0,0,1,1,2,1,1,1,4,1,2,24,1,7,0.4375,male,Patan,6-8 year,general
1,1,4,0,0,0,0,0,4,4,2,0,1,1,2,1,4,21,1,4,0.25,male,Navsari,11-14 year,sc
0,4,7,0,0,0,1,0,5,3,0,1,1,3,4,1,3,26,1,7,0.4375,male,Vyara,8-11 year,ews
1,1,4,1,0,0,1,1,0,3,0,1,1,1,3,1,3,8,0,10,0.625,female,Banaskantha,8-11 year,sc
0,1,5,0,0,0,0,0,2,3,2,1,1,3,4,0,5,23,1,6,0.375,male,Anand,14-18 year,sc
0,3,1,0,1,0,1,0,2,4,1,1,1,4,1,1,4,13,1,7,0.4375,male,Surendranagar,11-14 year,general
0,1,2,1,1,0,1,0,4,5,0,0,1,1,3,1,1,2,1,7,0.4375,male,Mehsana,3-6 year,sc
0,1,2,0,0,0,0,0,1,4,0,1,1,4,1,0,1,27,0,4,0.25,female,Ahmedabad_East,3-6 year,sc
1,3,7,0,0,0,1,0,0,2,1,1,0,3,4,1,1,13,0,8,0.5,female,Surendranagar,3-6 year,general
0,4,5,0,1,0,1,0,0,5,1,0,1,1,2,1,4,11,0,6,0.375,female,Junagadh,11-14 year,ews
0,4,1,0,0,0,0,1,4,5,2,0,0,2,1,1,3,18,0,4,0.25,female,Gandhinagar,8-11 year,ews
0,3,7,0,0,0,1,0,1,5,1,1,1,2,2,1,1,18,1,6,0.375,male,Gandhinagar,3-6 year,general
0,2,1,0,0,1,1,0,4,3,2,1,1,1,1,1,2,10,0,7,0.4375,female,Jamnagar,6-8 year,st
0,2,5,0,0,0,1,1,0,3,1,1,1,3,2,0,2,12,1,8,0.5,male,Kutch,6-8 year,st
0,4,7,1,0,0,1,0,1,5,1,0,1,2,4,1,1,24,1,6,0.375,male,Patan,3-6 year,ews
1,3,7,1,0,0,0,0,2,5,0,1,1,4,2,0,3,30,1,6,0.375,male,Veraval,8-11 year,general
0,3,6,0,0,0,1,0,4,4,0,1,1,2,2,1,2,32,1,7,0.4375,male,Chhota_Udepur,6-8 year,general
1,2,1,1,0,0,1,0,1,0,0,0,1,4,2,1,3,29,1,9,0.5625,male,Modasa,8-11 year,st
0,1,4,0,0,0,1,0,0,1,2,1,1,3,4,1,1,7,1,8,0.5,male,Kheda,3-6 year,sc
0,3,5,0,0,0,1,0,2,4,2,1,1,2,1,1,4,3,0,7,0.4375,female,Rajkot,11-14 year,general
0,2,1,0,0,1,0,0,1,2,2,0,1,4,4,1,4,18,0,6,0.375,female,Gandhinagar,11-14 year,st
0,4,1,0,1,0,1,0,5,1,2,0,1,1,1,1,3,15,1,5,0.3125,male,Valsad,8-11 year,ews
1,2,5,1,1,0,1,0,1,1,2,1,1,4,1,0,3,30,1,8,0.5,male,Veraval,8-11 year,st
0,4,3,0,1,0,0,0,0,5,1,1,1,3,2,1,3,2,0,6,0.375,female,Mehsana,8-11 year,ews
0,1,6,0,1,0,1,0,4,4,1,1,1,4,3,0,5,16,0,5,0.3125,female,Bharuch,14-18 year,sc
1,2,6,1,0,1,1,0,1,1,0,1,1,1,1,1,3,23,1,9,0.5625,male,Anand,8-11 year,st
0,4,7,0,1,0,1,0,0,4,2,0,1,4,1,1,3,26,0,5,0.3125,female,Vyara,8-11 year,ews
1,3,3,0,0,0,1,1,5,1,2,0,0,3,4,1,5,21,0,7,0.4375,female,Navsari,14-18 year,general
0,3,4,0,0,0,0,0,1,1,2,0,0,4,2,1,2,2,0,2,0.125,female,Mehsana,6-8 year,general
0,1,2,1,1,0,1,0,4,3,0,0,1,1,4,1,2,8,0,8,0.5,female,Banaskantha,6-8 year,sc
0,3,7,0,0,0,0,0,2,0,1,0,1,3,1,1,2,29,1,5,0.3125,male,Modasa,6-8 year,general
0,1,5,0,0,1,0,0,0,4,1,1,0,2,1,1,5,29,1,7,0.4375,male,Modasa,14-18 year,sc
0,1,6,0,0,0,1,0,1,0,1,0,0,3,2,1,1,2,1,5,0.3125,male,Mehsana,3-6 year,sc
1,2,7,0,0,1,1,0,3,0,2,0,1,1,4,0,3,31,1,7,0.4375,male,Botad,8-11 year,st
1,1,1,0,1,0,0,0,5,2,1,0,1,4,4,1,3,11,0,7,0.4375,female,Junagadh,8-11 year,sc
0,2,2,1,1,0,1,0,5,5,1,0,1,4,3,1,4,20,0,6,0.375,female,Dahod,11-14 year,st
0,3,2,0,0,0,1,0,1,3,0,0,1,3,2,1,3,27,1,6,0.375,male,Ahmedabad_East,8-11 year,general
0,4,4,0,0,0,1,0,2,2,1,0,1,3,1,1,5,26,1,4,0.25,male,Vyara,14-18 year,ews
1,4,3,0,0,0,1,0,5,0,2,1,1,1,3,1,5,5,0,6,0.375,female,Surat,14-18 year,ews
0,4,3,0,1,0,0,0,5,0,0,0,1,3,2,1,1,10,0,6,0.375,female,Jamnagar,3-6 year,ews
0,2,7,0,0,0,1,0,1,1,0,0,1,1,1,1,3,20,1,5,0.3125,male,Dahod,8-11 year,st
1,3,1,0,0,0,1,0,5,5,1,1,1,2,4,1,3,14,0,9,0.5625,female,Amreli,8-11 year,general
1,4,5,0,0,0,0,0,1,5,0,0,1,1,1,1,1,18,0,5,0.3125,female,Gandhinagar,3-6 year,ews
0,3,1,0,1,0,1,0,2,5,1,0,0,1,1,1,4,13,0,5,0.3125,female,Surendranagar,11-14 year,general
0,2,1,1,0,0,1,0,3,2,1,0,1,4,2,1,2,18,0,6,0.375,female,Gandhinagar,6-8 year,st
0,1,7,0,0,1,1,0,1,1,0,1,1,1,4,1,3,9,0,8,0.5,female,Sabarkantha,8-11 year,sc
0,3,5,0,0,0,0,0,4,4,2,0,1,1,2,1,4,31,1,4,0.25,male,Botad,11-14 year,general
0,3,4,0,0,0,1,0,4,5,2,1,1,4,2,0,5,22,1,4,0.25,male,Narmada,14-18 year,general
0,1,6,0,0,0,1,0,2,1,2,0,0,2,1,1,1,5,1,4,0.25,male,Surat,3-6 year,sc
0,4,5,1,1,0,1,0,5,1,2,1,0,3,1,0,4,23,0,6,0.375,female,Anand,11-14 year,ews
0,3,4,0,0,0,1,0,5,5,1,0,1,4,1,1,4,8,0,4,0.25,female,Banaskantha,11-14 year,general
0,3,3,0,0,0,0,0,1,1,1,0,1,4,2,0,2,9,1,2,0.125,male,Sabarkantha,6-8 year,general
1,2,6,0,1,0,1,1,3,4,0,1,1,3,3,1,2,30,1,10,0.625,male,Veraval,6-8 year,st
0,4,4,0,0,0,0,0,3,1,1,1,1,4,1,0,4,28,1,2,0.125,male,Aahwa,11-14 year,ews
1,3,3,0,0,0,1,0,5,2,2,1,0,1,4,1,1,15,0,6,0.375,female,Valsad,3-6 year,general
1,2,4,1,0,1,0,0,5,5,1,1,1,2,1,1,5,6,0,8,0.5,female,Vadodara,14-18 year,st
0,3,6,0,0,0,0,0,5,0,1,0,1,1,3,0,1,4,0,3,0.1875,female,Bhavnagar,3-6 year,general
0,1,4,1,0,0,1,0,2,5,1,0,1,2,2,1,4,11,0,6,0.375,female,Junagadh,11-14 year,sc
0,3,3,0,0,0,1,0,0,1,2,0,1,2,3,0,1,13,1,5,0.3125,male,Surendranagar,3-6 year,general
0,2,2,0,0,0,1,0,3,0,1,1,1,1,2,0,1,6,0,5,0.3125,female,Vadodara,3-6 year,st
0,3,6,0,0,1,0,0,0,4,2,0,1,1,4,1,4,23,0,6,0.375,female,Anand,11-14 year,general
0,2,3,0,0,0,1,1,0,0,1,1,1,1,3,0,3,19,0,7,0.4375,female,Bardoli,8-11 year,st
0,1,6,0,0,1,0,0,5,3,0,0,1,2,1,0,3,28,1,5,0.3125,male,Aahwa,8-11 year,sc
1,4,1,0,0,0,0,0,1,4,0,1,1,3,1,1,3,16,1,7,0.4375,male,Bharuch,8-11 year,ews
0,3,5,1,1,0,1,0,5,0,2,0,0,2,3,1,1,20,0,8,0.5,female,Dahod,3-6 year,general
0,2,3,1,0,0,1,0,1,4,0,0,1,4,2,0,4,28,1,5,0.3125,male,Aahwa,11-14 year,st
0,1,3,0,1,1,1,0,4,5,2,0,1,3,3,1,3,8,1,7,0.4375,male,Banaskantha,8-11 year,sc
1,3,4,0,0,0,1,0,3,5,0,1,1,2,4,1,2,2,1,9,0.5625,male,Mehsana,6-8 year,general
1,4,7,0,0,1,1,0,2,3,0,1,0,4,3,1,3,30,1,6,0.375,male,Veraval,8-11 year,ews
0,4,2,0,0,0,1,1,5,0,2,0,1,3,4,0,1,17,1,6,0.375,male,Panchmahal,3-6 year,ews
0,4,1,0,0,0,1,0,2,5,0,0,1,3,4,0,4,5,0,6,0.375,female,Surat,11-14 year,ews
0,3,4,0,0,0,1,0,3,1,1,0,1,3,2,1,2,22,0,5,0.3125,female,Narmada,6-8 year,general
0,2,1,0,0,0,1,1,2,2,1,0,0,3,4,1,3,1,0,7,0.4375,female,Ahmedabad,8-11 year,st
0,4,6,0,0,0,1,0,1,2,2,1,1,4,2,1,5,25,1,4,0.25,male,Porbander,14-18 year,ews
0,1,1,1,0,0,1,0,4,3,1,0,1,2,4,1,4,21,1,8,0.5,male,Navsari,11-14 year,sc
1,3,4,0,0,0,1,0,5,5,0,0,1,4,3,0,4,20,1,5,0.3125,male,Dahod,11-14 year,general
1,4,1,0,1,0,1,0,3,4,1,0,0,2,3,1,5,9,0,6,0.375,female,Sabarkantha,14-18 year,ews
0,3,6,0,1,0,1,0,0,1,0,1,1,2,4,1,3,9,0,10,0.625,female,Sabarkantha,8-11 year,general
1,3,7,0,1,0,1,0,5,2,0,0,0,1,4,1,4,32,0,7,0.4375,female,Chhota_Udepur,11-14 year,general
0,4,3,0,0,0,1,1,0,2,1,0,0,3,3,1,3,9,0,5,0.3125,female,Sabarkantha,8-11 year,ews
1,4,5,0,0,0,1,0,0,1,0,0,0,2,1,1,5,5,1,7,0.4375,male,Surat,14-18 year,ews
0,3,7,0,0,0,1,0,0,0,2,0,1,4,3,1,4,14,1,6,0.375,male,Amreli,11-14 year,general
0,4,5,0,1,0,0,0,2,1,2,1,1,2,3,1,5,23,1,6,0.375,male,Anand,14-18 year,ews
0,3,5,0,0,0,0,0,0,5,1,0,1,4,4,1,4,5,0,6,0.375,female,Surat,11-14 year,general
1,1,5,0,1,1,1,0,1,5,1,1,1,3,3,1,5,13,0,10,0.625,female,Surendranagar,14-18 year,sc
1,4,5,0,0,0,0,0,4,5,0,1,1,3,1,1,2,28,0,7,0.4375,female,Aahwa,6-8 year,ews
0,1,6,0,1,0,1,0,0,1,1,0,1,2,2,1,4,5,0,7,0.4375,female,Surat,11-14 year,sc
0,4,6,0,0,0,0,0,2,2,0,1,0,4,3,1,1,20,0,3,0.1875,female,Dahod,3-6 year,ews
0,4,6,0,0,0,1,1,3,5,2,1,1,1,3,1,2,5,1,5,0.3125,male,Surat,6-8 year,ews
0,4,6,1,0,0,1,0,2,1,2,1,1,3,2,1,1,6,0,6,0.375,female,Vadodara,3-6 year,ews
0,3,2,0,0,0,1,1,1,2,2,0,1,4,1,1,2,33,0,5,0.3125,female,Lunavada,6-8 year,general
0,2,4,1,0,0,0,1,3,5,0,1,1,4,2,1,4,30,1,7,0.4375,male,Veraval,11-14 year,st
0,1,5,0,1,0,1,1,4,0,0,1,1,4,1,1,5,27,1,10,0.625,male,Ahmedabad_East,14-18 year,sc
0,3,5,0,0,0,0,0,5,0,0,1,1,4,4,1,4,11,0,8,0.5,female,Junagadh,11-14 year,general
0,3,3,0,0,0,1,1,3,3,0,0,0,3,2,1,5,31,0,6,0.375,female,Botad,14-18 year,general
0,4,2,0,1,0,0,1,2,1,2,0,1,2,3,1,2,24,1,5,0.3125,male,Patan,6-8 year,ews
0,4,4,0,0,1,0,0,1,2,2,0,1,4,4,0,4,5,1,3,0.1875,male,Surat,11-14 year,ews
0,2,6,0,0,0,1,0,5,5,2,0,1,2,3,1,2,20,1,5,0.3125,male,Dahod,6-8 year,st
0,4,2,1,0,0,1,0,2,1,2,1,1,1,4,1,3,25,1,6,0.375,male,Porbander,8-11 year,ews
0,1,7,0,0,0,1,0,1,1,0,1,1,2,1,1,3,23,1,7,0.4375,male,Anand,8-11 year,sc
1,1,4,0,0,0,1,1,2,4,0,0,1,2,1,1,4,31,0,8,0.5,female,Botad,11-14 year,sc
1,1,1,0,1,0,1,0,1,3,2,1,1,3,2,0,4,8,1,8,0.5,male,Banaskantha,11-14 year,sc
